"DATE","TEAMNAME","USERCOUNT","SECONDSSPENT","QUANTITY","VOLUME","WEIGHT","PRICE"
"2020-07-20","HP1","13","221487","69136","539.429360199998","48206.212","341041.51"
"2020-07-20","HD","5","240763","7208","71.584186812499","6240.003999999999","56409.03"
"2020-07-20","IP2","1","977","13752","89.171417428","7532.8","31030.3"
"2020-07-20","DP1","42","1145189","286928","1884.576322763997","190871.129","1334654.66"
"2020-07-20","DD","8","269577","397892","2570.08802529","230015.234","832493.4"
"2020-07-20","DP2","39","1084217","402096","2213.06387169","220110.224","1504309.32"
"2020-07-21","DD","3","3898","108188","730.6168084025","68589.049","438679.21"
"2020-07-22","HP2","16","785079","169786","1413.0604577315","119676.585","669627.97"
"2020-07-22","HD","5","658160","10790","82.4515947875","7897.4","70351.36"
"2020-07-22","HP1","15","1087679","104863","759.00071854","74398.461","538274.22"
"2020-07-22","DP1","40","2769554","428938","2601.173381794998","281297.566","2264483.1"
"2020-07-22","DD","9","189117","270510","1735.998791194","169501.428","713802.31"
"2020-07-22","DP2","44","4473366","319693","2064.635915132","237218.779","1766758.12"
"2020-07-23","DD","8","20200","425468","2707.25888897","288898.229","1373730.56"
"2020-07-23","DP1","51","1797914","583849","2978.6574466435","358058.2462","2747547.84"
"2020-07-23","DP2","38","1505700","400381","2237.291781425","270074.1712","2139060.52"
"2020-07-23","HD","3","175599","3534","66.2987250125","5740.93","59360.87"
"2020-07-23","HP1","13","375803","84612","488.188606355","50488.524","354821.47"
"2020-07-23","HP2","13","303522","126336","722.072715196498","76904.315","375494.27"
"2020-07-24","DP1","45","1832583","581797","2484.845979117","323573.5458","2284669.11"
"2020-07-24","DD","8","127129","693284","3521.69433384","421534.3686","1601338.99"
"2020-07-24","DP2","37","1205802","415823","1599.3594095595","216746.0452","1730171.21"
"2020-07-24","HP2","15","374522","157598","926.123033313","98771.022","569930.02"
"2020-07-24","HP1","10","297663","50976","256.105278725","29630.859","203922.1"
"2020-07-24","HD","1","52304","1060","29.8101375","2810.257","18978.6"
"2020-07-25","DD","1","1275","213970","843.28375807","112029.86","605362.35"
"2020-07-27","DD","8","19902","378573","1593.639364442","210434.442","871907.97"
"2020-07-27","DP1","39","1198839","325936","1386.817676534","179560.877","1530421.79"
"2020-07-27","DP2","44","1290267","682489","2508.6866390295","340954.005","2346305.46"
"2020-07-27","HD","1","52354","1073","33.922117375","3092.457","22689.22"
"2020-07-27","HP1","17","435358","91677","545.3010028","59310.077","359638.81"
"2020-07-27","HP2","14","616147","215262","862.8325792615","103988.484","587582.56"
"2020-07-28","DP2","41","1428666","560759","1816.828828688","251883.6606","1937931.39"
"2020-07-28","DP1","40","1346959","479452","1671.488250586","224280.111","1707398.22"
"2020-07-28","DD","6","15028","422307","1458.741852676","201496.515","914038.22"
"2020-07-28","EXT2","1","1819","1366","31.2440885","1393.824","12547.91"
"2020-07-28","HP1","14","487377","153077","446.405172425","58351.981","321048.61"
"2020-07-28","HD","1","54438","1662","33.106968125","3037.745","23842.08"
"2020-07-28","HP2","14","380713","255187","980.420799848","121025.832","672022.67"
"2020-07-29","HP2","14","382559","242600","891.22049333","111495.207","578226.03"
"2020-07-29","HD","1","53038","1014","32.185504875","2940.188","17721.46"
"2020-07-29","EXT2","1","544","3480","27.59392145","3252.968","12806.78"
"2020-07-29","HP1","15","459803","113597","521.3761893","57372.572","401528.78"
"2020-07-29","DP1","39","1329112","335760","1401.335290994998","174563.8044","1382860.89"
"2020-07-29","DD","7","43770","375682","1297.620359609","173330.1878","720751.59"
"2020-07-29","DP2","40","1099225","550086","1934.980241715499","266060.8604","1792674.96"
"2020-07-30","HP1","15","541330","177818","465.8053787","64315.127","331116.96"
"2020-07-30","HD","1","54058","1504","31.87507","2748.128","17519.22"
"2020-07-30","EXT2","1","1027","2020","4.9833995","689.534","3638.09"
"2020-07-30","DP2","38","1011852","648005","2095.518832007","281701.739","1791379.67"
"2020-07-30","DD","6","95030","691726","2150.741552625","289405.7368","1242939.5"
"2020-07-30","HP2","12","393436","170750","655.783781006","73835.761","385748.97"
"2020-07-30","DP1","40","1340387","566754","1772.5548262325","243224.3824","1643314.14"
"2020-07-31","EXT2","1","47323","0","0.0","0.0","0.0"
"2020-08-01","EXT2","1","82258","966","5.104245375","474.74","1634.78"
"2020-08-03","DD","7","13219","410761","1227.726086435","164273.641","581180.79"
"2020-08-03","DP1","38","1088499","600375","1959.472457408502","270321.9935","1566845.09"
"2020-08-03","DP2","34","908322","361158","1089.879679569998","150545.07","1144910.16"
"2020-08-03","EXT2","1","12871","4806","12.102462","1467.254","5315.26"
"2020-08-03","HP1","10","177111","73236","410.454698175","42140.8365","261712.08"
"2020-08-03","HP2","14","387103","63977","407.374782875","41468.835","290225.68"
"2020-08-04","HP1","11","221235","63820","335.59617000000003","35103.538","206579.82"
"2020-08-04","EXT2","1","41296","0","0.0","0.0","0.0"
"2020-08-04","HP2","11","254346","38596","236.10554125","24930.921","197303.49"
"2020-08-04","DP1","35","1184171","526562","1635.4665509805","210820.036","1394351.34"
"2020-08-04","DP2","36","939373","443007","1347.3263828085","188583.774","1334841.25"
"2020-08-04","DD","4","11038","342185","1051.587285196","139628.297","585167.19"
"2020-08-05","HP2","11","292470","24286","145.358038025","15099.264","121112.23"
"2020-08-05","DP2","34","924468","367394","1286.729675985503","155672.993","1154761.12"
"2020-08-05","HP1","10","172439","69975","385.307143875","41797.346","264935.26"
"2020-08-05","DD","6","22301","437713","1119.478819206","156474.971","669021.35"
"2020-08-05","DP1","34","1101147","576694","1651.470934351","232294.5125","1305032.23"
"2020-08-06","DD","4","8892","517168","1520.148005265","205879.58","898892.92"
"2020-08-06","DP1","40","1145665","535201","1701.2023809725","235512.42","1426298.48"
"2020-08-06","DP2","27","863687","502954","1548.035125311002","210288.328","1109558.11"
"2020-08-06","EXT2","1","28187","1740","2.825768","483.024","2057.19"
"2020-08-06","HP1","9","317310","98459","543.38630875","60355.235","344034.42"
"2020-08-06","HP2","10","306620","39831","205.595051052","22677.187","120722.58"
"2020-08-07","HP2","8","261365","44059","182.1365635","22122.633","129458.44"
"2020-08-07","HP1","11","271264","73837","392.93327225","45987.443","269422.45"
"2020-08-07","DP2","29","861965","382573","1223.610716405","165378.6585","1065057.38"
"2020-08-07","DD","7","29733","743266","2262.744285072","311531.5325","1194471.66"
"2020-08-07","EXT2","1","158","8228","17.132243","2951.154","7615.519999999999"
"2020-08-07","DP1","28","846131","305948","1094.443908095","144950.9815","1058105.67"
"2020-08-08","EXT2","1","30296","0","0.0","0.0","0.0"
"2020-08-10","HP1","11","219037","228549","979.1840429045","118534.678","795741.13"
"2020-08-10","HP2","11","262273","122904","517.2840755095","65569.6655","338163.19"
"2020-08-10","EXT2","1","12538","8900","31.358800804","4019.662","16809.72"
"2020-08-10","DP1","30","932038","270552","1156.168003106","143978.415","1008866.14"
"2020-08-10","DD","6","472721","252448","745.327890551","104395.509","418687.87"
"2020-08-10","DP2","24","1022386","335178","1380.6286874225","174302.4385","1036327.89"
"2020-08-11","HP1","9","209206","165925","1275.953178759501","121799.5285","617557.25"
"2020-08-11","HP2","11","623387","59050","295.987937782","36769.114","241929.69"
"2020-08-11","DP2","22","654054","245642","1046.205626248","132754.709","849677.97"
"2020-08-11","DP1","31","1155788","220829","1157.669470705002","151739.6195","1192847.65"
"2020-08-11","DD","5","311573","253508","1082.609327282","142015.016","668967.09"
"2020-08-11","EXT2","1","54297","14900","61.0160268","8285.132","28058.76"
"2020-08-12","HP2","12","340193","125810","548.673134141001","67141.431","349953.76"
"2020-08-12","HP1","11","214545","157016","791.327200852003","97025.9125","632987.1"
"2020-08-12","EXT2","1","60236","376","11.0980235","1281.68","9194.04"
"2020-08-12","DD","7","12678","286150","1192.484450993","158345.436","756622.5599999999"
"2020-08-12","DP1","31","1180570","247251","1262.219576478","147155.7305","1146785.05"
"2020-08-12","DP2","27","708841","258471","1206.869453438002","149793.104","965185.38"
"2020-08-13","DP1","28","1085282","287844","1413.3138006865","172791.2235","1155685.55"
"2020-08-13","DD","5","27843","251767","1219.012277579","152748.797","859388.73"
"2020-08-13","DP2","21","687515","234818","949.681443484","127724.3168","745842.24"
"2020-08-13","HP1","8","216011","175107","988.3276106295","117075.518","580975.35"
"2020-08-13","HP2","11","362002","95259","408.895516641502","54186.874","220413.84"
"2020-08-13","EXT2","1","46181","0","0.0","0.0","0.0"
"2020-08-14","HP2","9","330847","52837","262.627420027","42111.808","162398.83"
"2020-08-14","DD","5","30656","504401","2073.814804173","265843.8796","1014202.66"
"2020-08-14","DP1","30","1058139","219419","902.8015924385","115985.1385","847796.82"
"2020-08-14","DP2","18","440230","206116","903.1194415675","119217.087","564313.24"
"2020-08-14","EXT2","1","16546","3243","18.919961625","2413.017","8891.11"
"2020-08-14","HP1","8","180721","224482","944.9797221355","118504.1705","616118.11"
"2020-08-15","EXT2","1","59870","0","0.0","0.0","0.0"
"2020-08-17","HP1","10","298726","122644","661.003467506","71916.3225","405046.45"
"2020-08-17","HP2","8","177435","46342","326.829091","34512.318","224056.3"
"2020-08-17","EXT2","1","116","26402","78.390127466","11309.32","30961.34"
"2020-08-17","DD","6","232308","192898","747.715834009","94315.2176","346622.41"
"2020-08-17","DP2","29","829260","296191","1186.2525852295","145752.8105","869453.47"
"2020-08-17","DP1","27","1037982","421900","1954.322519462","240762.013","1602425.38"
"2020-08-18","DP1","32","919483","374886","1653.645865281","206454.3595","1436264.76"
"2020-08-18","DP2","28","834091","235190","1235.3966340925","145630.554","1175203.14"
"2020-08-18","EXT2","1","67823","10376","48.756255308","5702.704","29255.83"
"2020-08-18","HP1","11","298093","98611","727.700660261","76866.067","451561.51"
"2020-08-18","HP2","9","315291","65834","533.332993325","51452.199","376119.73"
"2020-08-18","DD","5","6916","249485","1249.536427414","145617.819","711792.07"
"2020-08-19","HP1","11","293333","134229","814.5175440655","86420.57949999999","539873.33"
"2020-08-19","DP2","28","810537","248184","1073.2049262025","131282.2715","947459.88"
"2020-08-19","HP2","10","238883","61936","437.202502425","44718.461","360216.46"
"2020-08-19","DD","5","59610","248622","1241.202124928","139431.051","661150.26"
"2020-08-19","DP1","30","1111787","433745","2011.066262518","237083.448","1517495.93"
"2020-08-20","HP1","10","279146","144661","907.914644591","133067.374","445077.28"
"2020-08-20","HP2","7","247431","63004","426.092458252","43192.685","306176.65"
"2020-08-20","DP1","31","1280511","454518","2304.803425533","250597.2152","1761074.88"
"2020-08-20","DD","6","12678","391830","1976.742249686","224111.971","996450.52"
"2020-08-20","DP2","25","1026610","236985","1260.341463045","139758.6535","974672.39"
"2020-08-21","DD","5","50571","454258","2602.4147215","276934.9489","1285158.41"
"2020-08-21","DP1","29","1290256","351291","1831.875036497001","189199.227","1402291.96"
"2020-08-21","DP2","27","832229","278651","1182.683946377003","131826.2225","919050.49"
"2020-08-21","HP1","8","212931","128173","653.625573224","72306.249","404097.14"
"2020-08-21","HP2","8","171055","52184","282.621523","36910.832","240476.31"
"2020-08-22","DD","3","1058","134180","526.192256887002","58302.764500000005","315675.96"
"2020-08-24","DD","5","9668","165487","741.971372443002","78691.284","353870.32"
"2020-08-24","DP2","24","734199","348697","1712.580492479001","173853.3425","998378.19"
"2020-08-24","HP1","13","300610","81601","462.057788576","55612.985","308147.41"
"2020-08-24","HP2","10","187137","50662","317.629656","35332.69700000001","187916.98"
"2020-08-24","EXT2","1","20092","40230","194.191589823","20060.844","76229.62"
"2020-08-24","DP1","33","1194596","483697","2210.39671694351","238646.27","1359646.21"
"2020-08-25","HP2","12","319446","72331","367.009706775","44678.495","254401.61"
"2020-08-25","EXT2","1","33138","13159","65.7974934235","6384.569","27944.03"
"2020-08-25","HP1","13","386217","139263","815.9481056795","84040.153","481408.39"
"2020-08-25","DD","6","4966","269853","1335.0576426535","134231.188","715055.77"
"2020-08-25","DP1","34","1350286","433885","1977.963692544004","201734.6035","1172626.31"
"2020-08-25","DP2","30","1000793","334000","1349.711171913","144700.5225","884633.65"
"2020-08-26","DD","6","9949","260490","1116.538518178004","123924.314","467224.75"
"2020-08-26","DP1","34","1434689","514438","2026.482207469005","231027.206","1330921.58"
"2020-08-26","DP2","30","1045981","421161","1798.956025439999","201672.934","1229767.34"
"2020-08-26","EXT2","1","33480","475","2.904173125","298.868","2921.92"
"2020-08-26","HP1","16","372686","102131","628.447275101","72507.865","416156.67"
"2020-08-26","HP2","13","293906","60686","412.377125125","52614.34","245010.19"
"2020-08-27","HP2","13","434638","95482","674.6745285760001","75839.817","468482.57"
"2020-08-27","HP1","13","465694","159229","918.664909286","107821.9125","648934.27"
"2020-08-27","DP1","38","1475176","532254","2150.418142372502","272021.655","1563490.09"
"2020-08-27","DD","7","77308","548530","2415.074704349","269780.48","1292661.19"
"2020-08-27","DP2","27","1000692","460156","1811.946266199502","225523.942","1161343.55"
"2020-08-28","HP2","14","413713","60281","455.018115375","44453.181","255878.65"
"2020-08-28","HP1","17","427337","114360","715.226106631","76951.832","445413.4"
"2020-08-28","DP2","23","858959","388024","1299.208202139005","179207.8101","978306.82"
"2020-08-28","DD","6","172993","530863","2291.326830891","284466.886","1209197.8"
"2020-08-28","DP1","32","1234550","451078","1388.872587149","191493.5645","1243420.25"
"2020-08-29","DD","3","5378","105720","358.661826917","45711.005","178470.85"
"2020-08-31","DD","4","13196","273872","994.383928869","123914.738","463957.24"
"2020-08-31","DP1","35","1291304","573379","2002.075300712002","267893.9824","1553230.08"
"2020-08-31","DP2","30","822771","366852","1690.2581113195","202106.5615","1212237.8"
"2020-08-31","HP1","19","450190","197167","1085.822535855","118158.935","620180.75"
"2020-08-31","HP2","14","336657","82222","690.13549175","72038.654","471217.1"
"2020-09-01","HP1","18","491008","161242","858.897979281","92386.422","489713.31"
"2020-09-01","DP2","28","844226","309133","1443.0245781435","192859.507","1156309.84"
"2020-09-01","HP2","13","404226","83051","726.7052645625","69498.2065","563569.27"
"2020-09-01","DD","9","9945","369172","1524.572215259","191397.442","907425.18"
"2020-09-01","DP1","37","1129239","443972","1638.199618343496","237513.1375","1487397.48"
"2020-09-02","HP2","16","439584","120501","697.7431865125","70961.109","554049.22"
"2020-09-02","HP1","18","615512","282395","1072.525949857","103128.611","563510.07"
"2020-09-02","DP1","28","936745","380306","1644.024961758","216697.4775","1303455.16"
"2020-09-02","DD","7","10828","185076","896.694452205","115205.868","535443.65"
"2020-09-02","DP2","30","880701","334091","1449.869654721998","191476.4435","1185162.03"
"2020-09-03","DD","8","24014","393343","1867.574276867","240580.428","1098542.49"
"2020-09-03","DP1","31","1131143","395004","1710.227851826998","234642.2135","1362269.08"
"2020-09-03","DP2","31","847662","354625","1675.1073194935","217485.602","1219799.47"
"2020-09-03","HP1","18","548695","237395","943.189493468","101178.381","559827.88"
"2020-09-03","HP2","15","599877","208870","871.945871675","82400.771","484728.85"
"2020-09-04","DP1","27","870930","357157","1199.408827684","168405.9585","1017908.62"
"2020-09-04","HP1","15","470264","221979","675.680184175","69517.943","442573.56"
"2020-09-04","DD","7","49912","612638","2998.476976991","378325.598","1602931.64"
"2020-09-04","HP2","21","670188","157163","749.4327564125","77137.367","590548.17"
"2020-09-04","DP2","33","963720","460591","1684.303962232","228725.594","1200683.4"
"2020-09-05","DD","1","1788","58758","257.380530073","34219.437","118152.43"
"2020-09-07","DD","6","12077","320871","1023.193789256","137735.393","523575.5"
"2020-09-07","DP1","33","1039752","287682","1032.6167971465","135185.1895","951973.86"
"2020-09-07","DP2","31","976756","478349","1759.1794053","233158.0425","1300429.55"
"2020-09-07","HP1","17","451673","214418","944.13118143","117148.371","460678.27"
"2020-09-07","HP2","24","656791","245584","878.0511423840001","96933.191","496566.45"
"2020-09-08","DP2","32","781896","302969","1233.433480021","165266.271","975603.46"
"2020-09-08","DP1","30","1054145","313532","1316.975727266","170067.7494","1218264.13"
"2020-09-08","EXT2","1","809","222","5.361355","888.41","3774.9"
"2020-09-08","HP1","20","583065","341089","1090.434330786","115566.443","517984.13"
"2020-09-08","DD","8","83838","271992","1236.047405967","155859.9704","755437.7"
"2020-09-08","HP2","23","721728","372921","1059.8989160185","116336.908","452945.55"
"2020-09-09","HP2","19","779840","275340","811.585092452","81548.067","529480.97"
"2020-09-09","DD","8","120073","186179","815.338920006","101309.2584","468106.74"
"2020-09-09","DP2","35","1060508","451943","2082.371450557","261927.704","1647561.82"
"2020-09-09","DP1","32","908608","363620","1707.3368689995","208173.65","1085369.72"
"2020-09-09","HP1","19","609569","213534","893.399635882","110901.8762","291165.28"
"2020-09-10","HP1","19","519596","250288","715.870663999","103292.29","464302.56"
"2020-09-10","DD","7","18021","345941","1570.418267834","192443.1424","882393.57"
"2020-09-10","DP1","25","790936","334061","1069.913245113","147775.969","763756.11"
"2020-09-10","DP2","29","1001744","458943","1856.1618400805","251720.3629","1382173.92"
"2020-09-10","EXT2","1","25198","6420","22.694602552","2705.361","16891.96"
"2020-09-10","HP2","22","755578","296554","814.263913627","86194.452","433761.07"
"2020-09-11","DD","7","214151","573116","2310.309348476","298864.3099","1184775.82"
"2020-09-11","DP1","21","709460","281902","985.1043881945","113990.6265","700549.15"
"2020-09-11","IP2","1","20114","50","0.759929","84.6","185.58"
"2020-09-11","EXT2","1","342","3755","15.62866305","2257.574","8298.97"
"2020-09-11","HP1","18","616131","236594","767.4476461885","86480.8545","485549.36"
"2020-09-11","DP2","29","863443","472247","1800.015538423","232940.807","1290587.87"
"2020-09-11","HP2","23","664753","417216","1151.381978908","156766.164","510353.86"
"2020-09-12","DD","3","32181","94890","406.789278348","52466.151","243095.98"
"2020-09-14","EXT2","1","7434","24532","90.12537901","13512.082","37848.97"
"2020-09-14","HP1","19","752832","337389","1157.4102750585","122680.0585","560670.88"
"2020-09-14","DP1","33","1609886","357955","1450.5294915635","146951.87350000002","955231.46"
"2020-09-14","DD","6","8121","184976","647.21672223","83942.56","319624.49"
"2020-09-14","HP2","23","629324","202564","699.676863218","71114.358","412330.99"
"2020-09-14","DP2","37","1249606","420227","1916.9460770855","199706.0235","1190746.11"
"2020-09-15","EXT2","1","65480","10058","41.603096112","4795.402","20632.44"
"2020-09-15","DP2","31","1628161","466279","2200.1986578495","237737.8275","1199635.33"
"2020-09-15","DP1","33","1081154","325048","1370.108754863998","162113.4875","906129.1"
"2020-09-15","HP2","22","655133","251656","933.437813416","114910.3445","388525.81"
"2020-09-15","DD","7","102301","377606","1910.075343893","197385.347","931911.48"
"2020-09-15","HP1","23","755575","341363","1099.610557836996","117706.11","507451.54"
"2020-09-16","DP1","32","1155606","361297","1535.8890586295","162857.769","1029072.89"
"2020-09-16","DP2","32","961890","539387","1936.896667214","237785.6035","1219706.68"
"2020-09-16","DD","4","7762","191177","973.990017635","108042.468","397050.46"
"2020-09-16","HP1","21","827310","331344","1128.5935799255","112708.8285","725486.13"
"2020-09-16","HP2","19","481019","147508","641.943531252998","81370.9615","360374.69"
"2020-09-16","EXT2","1","34816","0","0.0","0.0","0.0"
"2020-09-17","DD","6","65419","526250","2137.036060197","249080.6","1011077.84"
"2020-09-17","EXT2","1","15705","246","8.97727625","1115.04","5201.95"
"2020-09-17","HP1","21","700033","230550","974.716554851999","105615.896","540181.7"
"2020-09-17","HP2","19","603588","154049","659.737336306","75086.076","537143.71"
"2020-09-17","DP1","32","1298173","423958","1729.720085087999","196144.5035","1232222.8"
"2020-09-17","DP2","32","1075668","611940","2347.860513222","271356.357","1504357.09"
"2020-09-18","DD","6","50494","904456","3741.354117129","413522.0042","1498988.35"
"2020-09-18","DP1","31","1182513","335236","1357.5255686075","164456.9065","1023466.7"
"2020-09-18","DP2","29","918948","570168","2161.27915281899","269953.8547","1364733.05"
"2020-09-18","EXT2","1","69045","592","6.8706855","512.216","2379.76"
"2020-09-18","HP1","21","726444","352279","1453.1649454315","217674.597","825281.58"
"2020-09-18","HP2","20","624202","220519","969.5466442195","123557.9622","767524.82"
"2020-09-19","EXT2","1","77288","12543","52.783269","5977.15","22221.99"
"2020-09-19","DD","4","5538","234143","788.592581587","99475.688","387749.92"
"2020-09-21","DP2","30","935807","582594","2210.327841296999","287088.9105","1313729.15"
"2020-09-21","EXT2","1","14003","61870","214.866277379","26432.537","82268.64"
"2020-09-21","HP1","19","634234","276038","1029.1880597134991","113373.292","532569.09"
"2020-09-21","HP2","16","486988","295713","941.316283271999","121081.761","429034.82"
"2020-09-21","DD","9","216125","215287","701.993230329","81115.654","294100.36"
"2020-09-21","DP1","34","1299875","499225","1509.753098668498","180915.742","980262.81"
"2020-09-22","EXT2","1","38","13298","38.422278302","5264.497","15067.92"
"2020-09-22","DP2","35","1200469","651608","2255.6796533365","318766.062","1308678.07"
"2020-09-22","HP2","16","451258","206649","584.8236481825","158026.092","271427.26"
"2020-09-22","DD","7","16328","432715","1576.094163383","191134.072","708186.17"
"2020-09-22","HP1","20","674674","345300","1127.558111766","120178.244","558360.51"
"2020-09-22","DP1","36","1338952","454688","1561.9816977525","194541.6295","952811.07"
"2020-09-22","ID9","1","3","0","0.0","0.0","0.0"
"2020-09-23","HP2","18","417107","238896","970.784932406","207479.0495","540845.1"
"2020-09-23","EXT2","1","34653","0","0.0","0.0","0.0"
"2020-09-23","DP1","34","1338318","312368","1158.3967477515","156608.09","899982.72"
"2020-09-23","DD","7","55149","383332","1324.681553992","172784.53","610897.38"
"2020-09-23","DP2","41","1437070","696508","2639.0896506725","387969.9545","1677695.01"
"2020-09-23","HP1","19","602558","228384","720.8330221","143804.486","463910.61"
"2020-09-24","DD","7","22084","766951","2724.670069045","333393.501","1277808.96"
"2020-09-24","DP1","38","1287268","366097","1374.742484959","168872.5195","904171.68"
"2020-09-24","DP2","38","1311602","611153","2409.6125532265","330711.882","1499892.81"
"2020-09-24","HP1","18","683817","237642","1044.30413342","118047.1635","529124.35"
"2020-09-24","HP2","20","525674","180987","814.9739250045","275881.826","425277.25"
"2020-09-25","EXT2","1","12","4292","17.3166903875","2324.238","5257.87"
"2020-09-25","HP2","16","441284","221056","770.934014738998","112540.87","300391.97"
"2020-09-25","HP1","22","831106","400160","1425.7245100365","264784.773","840701.93"
"2020-09-25","DP1","43","1460800","353553","1508.900595113498","225175.758","1049429.02"
"2020-09-25","DD","8","113959","931332","3769.8981609585","555990.505","1467041.04"
"2020-09-25","DP2","33","968947","529087","2185.374656863","288888.6065","1298786.96"
"2020-09-26","HP2","2","58265","38768","168.621860128","20503.2215","103953.42"
"2020-09-26","EXT2","1","59060","0","0.0","0.0","0.0"
"2020-09-26","DP2","14","400226","273036","1073.5568548635","132587.808","667006.3"
"2020-09-26","DD","4","47426","205184","847.677338497","106030.186","458662.23"
"2020-09-26","DP1","11","487353","141796","473.825345127","63115.91","354808.83"
"2020-09-27","DP1","1","178339","404","1.5272914375","145.001","481.69"
"2020-09-27","DD","1","132494","0","0.0","0.0","0.0"
"2020-09-27","HP2","1","89552","206","0.8586070625","59.013","402.6"
"2020-09-28","DD","6","28709","331604","998.652265521","136754.215","449130.7"
"2020-09-28","DP2","41","1284313","462336","1774.817930019997","227261.988","1297467.01"
"2020-09-28","DP1","43","1494044","497443","1699.927881659498","290577.575","1230239.26"
"2020-09-28","HP2","18","462652","242135","648.37273096","69994.74","327754.62"
"2020-09-28","HP1","19","601241","243935","749.279635657","136718.3275","454543.67"
"2020-09-28","EXT2","1","17353","36270","116.165305184","14581.878","45048.77"
"2020-09-29","HP2","20","426685","255649","734.093796041","258797.757","351722.4"
"2020-09-29","EXT2","1","43026","0","0.0","0.0","0.0"
"2020-09-29","DP2","45","1499475","636132","2354.615732945","303616.54","1328375.92"
"2020-09-29","DP1","39","406860","156861","709.1876448165","92039.16","380222.25"
"2020-09-29","DD","9","61863","245570","881.748401671","142859.095","403138.24"
"2020-09-29","HP1","17","146966","80098","296.9612784995","31913.4575","130548.85"
"2020-10-01","DP1","1","4795","0","0.0","0.0","17216605.599999998"
"2020-10-02","HP2","18","374424","193941","667.72294261","75022.498","309333.51"
"2020-10-02","HP1","18","659026","402978","1169.251976199","154418.7995","766249.47"
"2020-10-02","DD","9","54093","1279281","3902.891498829","461256.548","1531023.61"
"2020-10-02","DP2","37","1283227","718019","2454.2972372015","283382.46","1831499.84"
"2020-10-02","DP1","33","1294957","500468","1693.075707365","213255.1895","24851298.69"
"2020-10-02","EXT2","1","70431","36770","94.508699304","12839.196","31286.56"
"2020-10-03","DD","4","14746","678254","2107.188945174","262440.818","1260095.03"
"2020-10-03","DP1","12","339034","125905","351.4544130155","44767.8385","362254.0"
"2020-10-03","DP2","14","509611","172461","542.86295894","66160.993","725772.41"
"2020-10-03","EXT2","1","48464","0","0.0","0.0","0.0"
"2020-10-03","HP2","1","6371","26109","86.42738158","10081.4265","103739.86"
"2020-10-05","DD","9","24294","758949","1989.200244878","246743.917","875259.18"
"2020-10-05","DP2","43","1463881","944023","3122.9577313775","349548.807","2549203.42"
"2020-10-05","HP1","18","570495","188126","641.904354001","64140.3565","518788.02"
"2020-10-05","EXT2","1","20447","9038","19.317976","1744.948","5197.44"
"2020-10-05","HP2","20","759219","400848","1419.70239301","156994.337","663940.14"
"2020-10-05","DP1","38","1503982","370960","1389.8530069715","162720.9555","1629114.58"
"2020-10-06","HP2","25","626860","311487","1302.077933386","138590.4105","699967.29"
"2020-10-06","HP1","19","609915","444310","1308.200899922","135020.2075","1095202.34"
"2020-10-06","EXT2","1","40472","0","0.0","0.0","0.0"
"2020-10-06","IP2","1","449","7118","23.84430335","3029.1","9262.32"
"2020-10-06","DP1","43","1561506","492935","2350.7208127285","251067.2454","2147691.24"
"2020-10-06","DD","8","17757","812610","2665.755883016","288691.0352","1279894.98"
"2020-10-06","DP2","44","1527063","617723","2318.2217346875","259626.7285","2302040.68"
"2020-10-07","HP1","22","627075","264180","1075.1572264045","126055.5665","1061442.37"
"2020-10-07","HP2","22","652640","326063","1499.23823491","163723.35","853393.57"
"2020-10-07","DP2","44","1711720","927614","2981.6112753785","350563.2655","2280540.99"
"2020-10-07","EXT2","1","3107","21045","78.497631752","8041.186","27414.04"
"2020-10-07","DD","8","79380","521025","1585.541471222","171430.232","596299.53"
"2020-10-07","DP1","43","1659911","432225","1614.7631847925","206585.206","1943202.44"
"2020-10-08","IP2","1","19613","10388","38.6886062","3839.236","7655.15"
"2020-10-08","EXT2","1","32106","24","1.033191","98.24","673.3"
"2020-10-08","HP2","22","691861","405993","1188.4890895725","137196.655","730818.39"
"2020-10-08","DP1","40","1576345","500177","2005.1911246225","238335.981","1644318.58"
"2020-10-08","DD","7","25770","895250","3039.775625972","358227.7222","1508275.29"
"2020-10-08","DP2","48","1662844","853483","2765.479616661","345765.3395","1818815.06"
"2020-10-08","HP1","21","643443","388704","1255.3492668","144595.765","875653.72"
"2020-10-09","EXT2","1","95688","6800","18.9526548","2059.004","7493.97"
"2020-10-09","HP2","15","538142","256253","885.627009577996","105447.642","555331.21"
"2020-10-09","DP1","34","1353101","526450","1895.9209206255","241325.1455","1475938.6"
"2020-10-09","DD","6","53342","1321325","3832.0493751005","471284.692","1577007.44"
"2020-10-09","DP2","37","1287938","607595","1835.5224032645","231237.066","1440018.7"
"2020-10-09","HP1","18","573942","357509","1171.754057445","137942.627","796010.68"
"2020-10-10","EXT2","1","42173","43","1.5379175","161.55599999999998","367.8"
"2020-10-10","DD","5","11964","568158","1533.038002817","181391.036","532351.48"
"2020-10-12","DP1","40","1716612","689558","2234.186318098498","275347.6422","1599024.83"
"2020-10-12","DP2","40","1484719","909227","2408.434613899997","308830.5435","1784402.66"
"2020-10-12","EXT2","1","7319","56488","156.073200319","22349.686","59309.94"
"2020-10-12","HP1","19","582700","406093","1180.804786334999","143262.7352","856297.95"
"2020-10-12","HP2","22","803428","250949","657.612636676","76231.957","351524.2"
"2020-10-12","DD","5","23658","548864","1559.029987231","187640.967","555280.52"
