"DATE","TEAMNAME","USERCOUNT","SECONDSSPENT","QUANTITY","VOLUME","WEIGHT","PRICE"
"2018-10-01","DP1","68","2219573","1114343","3186.431827236","428098.8838","1903440.65"
"2018-10-01","DP2","77","3021922","906374","2849.2158196955","352917.4161","1987857.77"
"2018-10-01","DP3","16","549895","76612","308.533925519","40325.55","350288.14"
"2018-10-01","EXT2","1","86719","536438","1749.229978658","213126.6302","580622.76"
"2018-10-01","HP1","6","158618","198390","650.737800287","75852.6658","412954.56"
"2018-10-01","HP2","7","334738","48633","123.899456301","11172.3845","56044.3"
"2018-10-01","IP1","3","21238","113948","412.127646581","50619.379","210593.97"
"2018-10-01","IP2","2","19910","97108","341.072515883","33301.6706","190044.86"
"2018-10-02","DP3","15","613373","116397","391.806986742","53516.2369","474793.41"
"2018-10-02","EXT2","1","34135","800764","2175.0399916","269515.1756","732918.88"
"2018-10-02","DP1","65","2033761","1101814","3194.993774013","401192.3045","2308550.99"
"2018-10-02","DP2","75","2313343","1090417","2997.149819787","372291.6159","2736028.51"
"2018-10-02","IP2","2","9883","14869","47.059275352","5161.166","114040.98"
"2018-10-02","HP1","7","245150","164937","537.4136448675","67216.4572","488786.52"
"2018-10-02","IP1","1","15140","98416","209.607509398","27292.4215","94734.14"
"2018-10-02","HP2","8","355968","46051","117.109426925","9426.549","48572.98"
"2018-10-03","IP2","1","5155","146","2.292252","241.8","27205.83"
"2018-10-03","HP2","7","390303","42250","118.273498625","10382.23","50313.09"
"2018-10-03","IP1","2","12979","207567","417.565026939","46347.06","211636.36"
"2018-10-03","HP1","6","217862","134196","380.6315786255","50821.738","227925.65"
"2018-10-03","EXT2","1","95511","460551","1247.29979994","154613.5672","428728.32"
"2018-10-03","DP3","17","864040","147856","479.093065288","68254.7872","538635.22"
"2018-10-03","DP2","75","2508409","840016","2444.4746125895","306246.9343","2122948.24"
"2018-10-03","DP1","56","1911979","907965","2776.403184289","361799.2521","1690438.09"
"2018-10-04","DP3","15","541979","81070","241.6356259855","34952.802","277883.44"
"2018-10-04","DP2","73","2352314","958215","2648.831145363494","347767.869","1925977.49"
"2018-10-04","EXT2","1","97322","742030","1944.440441358996","248624.0712","633655.06"
"2018-10-04","DP1","60","1959302","952366","2879.0842594045","369786.592","1987300.66"
"2018-10-04","HP2","6","297039","38381","99.188120275","9683.485","35940.01"
"2018-10-04","IP1","3","30095","345786","743.763415106","78406.9794","294851.1"
"2018-10-04","HP1","5","174449","137379","448.385009323","46841.822","219566.31"
"2018-10-05","DP1","61","1881684","1049178","2741.520496866","351066.0078","1691339.39"
"2018-10-05","DP2","68","2149328","1051542","2467.0645757205","326346.623","1787157.01"
"2018-10-05","DP3","14","412880","56492","122.066212623","20904.2705","140689.76"
"2018-10-05","EXT2","1","83017","1028972","2782.73081119","345460.909","897307.5"
"2018-10-05","HP1","6","254570","202618","685.8565708195","80891.106","392572.08"
"2018-10-05","HP2","6","239365","38432","72.33474695","7083.594","30498.9"
"2018-10-05","IP1","2","21266","95991","257.9827458815","27417.917","97406.27"
"2018-10-06","EXT2","1","47374","163558","505.353326887","64808.86","173764.2"
"2018-10-06","DP1","9","218827","262713","545.19368279","52939.142","266848.11"
"2018-10-06","DP2","16","307954","288079","634.315696057","72929.9882","493073.03"
"2018-10-06","HP2","1","12356","32238","58.912555575","5282.247","15215.48"
"2018-10-06","IP1","1","10874","78276","176.056292966","23946.872","72538.91"
"2018-10-06","IP2","1","7774","32701","92.3825216665","13320.861","35530.84"
"2018-10-07","DP1","1","2647","44391","111.1519334385","14752.4401","76256.55"
"2018-10-07","DP2","1","1616","44402","113.195384149","15309.3071","109834.32"
"2018-10-07","DP3","12","77629","9323","36.887381543","4400.194","36855.89"
"2018-10-08","DP1","65","2267806","910196","2317.1271532305","326974.5069","1741712.34"
"2018-10-08","DP3","17","544540","63499","219.427400624","29275.7627","227645.1"
"2018-10-08","EXT2","1","50079","804911","2397.74596599","306455.213","799595.31"
"2018-10-08","IP1","3","20102","89357","249.099032747","32722.9415","134380.52"
"2018-10-08","DP2","70","2131264","1009081","2962.896186395","369066.469","2656897.61"
"2018-10-08","IP2","2","6407","5279","18.262897375","2578.983","13660.09"
"2018-10-08","HP2","7","338835","46670","121.122842475","10922.671","59143.77"
"2018-10-08","HP1","3","59311","118405","379.200349725","33478.849","193019.91"
"2018-10-09","IP1","3","22422","159092","363.416576864","37689.965","283912.34"
"2018-10-09","HP2","7","332482","52058","177.13479899","18758.45","82605.91"
"2018-10-09","HP1","2","34924","32947","131.925658","12028.052","41115.35"
"2018-10-09","IP2","3","20709","195734","526.2020121585","64685.0409","185437.73"
"2018-10-09","DP3","18","607797","67297","278.8934592155","35130.4446","353819.7"
"2018-10-09","DP2","73","2328453","1221424","3499.5736739895","414740.5756","2815496.27"
"2018-10-09","DP1","63","1991074","1193800","3241.865175384","392015.0404","2725506.7800000003"
"2018-10-09","EXT2","1","51818","768172","2002.027542909","226837.3366","609237.68"
"2018-10-10","IP2","2","11545","76805","166.0250021435","17066.2576","43100.76"
"2018-10-10","IP1","2","8803","37702","159.900778185","19322.847","182124.15"
"2018-10-10","HP2","7","348285","90365","194.675651877","17433.368","82672.68000000001"
"2018-10-10","HP1","2","49852","28754","126.046134325","11085.954","64849.75"
"2018-10-10","EXT2","1","95924","804742","2170.240712251","248215.0444","682600.98"
"2018-10-10","DP3","19","676004","78677","299.2083148895","35283.9621","373952.96"
"2018-10-10","DP1","66","2068987","898256","2941.777876471","342990.4577","2622020.92"
"2018-10-10","DP2","69","2338461","1095789","3517.706106261","392798.1001","2800541.1"
"2018-10-11","HP2","7","288750","29311","125.55789995","10885.71","54995.37"
"2018-10-11","IP1","3","20372","76645","264.304067134","30274.961","130896.13"
"2018-10-11","HP1","2","55479","49351","156.28585755","13562.294","40692.33"
"2018-10-11","IP2","2","5555","51771","145.4399398205","17634.0405","52754.36"
"2018-10-11","DP3","18","709340","112881","399.239991276","49990.136","417400.73"
"2018-10-11","DP2","73","2251949","882336","2954.762157216","331582.2111","2049212.75"
"2018-10-11","DP1","68","2248809","1088522","3217.495346382","397701.774","2400410.63"
"2018-10-11","EXT2","1","80605","617464","1841.456630314","219106.3752","601609.32"
"2018-10-12","IP2","1","276","70091","121.8982566","11104.404","30935.93"
"2018-10-12","HP1","4","105096","21804","479.178465025","38958.493","245121.61"
"2018-10-12","IP1","3","13599","90875","275.2366060255","30307.164","106282.04"
"2018-10-12","HP2","6","317056","19888","163.152182602","14504.685","62880.41"
"2018-10-12","EXT2","1","43530","687681","2382.259794159","268959.4672","739256.26"
"2018-10-12","DP3","17","553049","73420","267.919600632","33037.8488","254377.13"
"2018-10-12","DP2","68","2030497","745831","3451.4696766855","365677.06","2265176.31"
"2018-10-12","DP1","63","2037220","966917","3315.530438115","380915.3502","2026478.45"
"2018-10-13","HP1","1","3395","50024","147.5174657765","19974.671","111609.45"
"2018-10-13","DP3","1","17802","4555","6.51713075","1385.532","8572.99"
"2018-10-13","EXT2","1","88126","160764","542.127317311","61538.317","162982.38"
"2018-10-13","DP1","13","167458","184358","413.9667092785","49316.526","348973.82"
"2018-10-13","DP2","20","422216","64193","223.7960869165","28117.687","185881.82"
"2018-10-14","DP2","2","4013","18692","47.3640308175","6423.132","58279.06"
"2018-10-14","DP1","1","1494","16540","42.977045005","5595.936","32157.45"
"2018-10-14","DP3","14","78672","12094","40.166964143","4819.831","51420.85"
"2018-10-15","IP2","2","19162","64444","219.837492881","26071.642","77111.93000000001"
"2018-10-15","IP1","3","15190","85384","243.245323236","33593.739","159922.26"
"2018-10-15","HP2","8","393216","96614","347.159340416","40022.696","140674.44"
"2018-10-15","HP1","5","143456","48222","219.4891232","23201.896","80843.9"
"2018-10-15","DP3","20","526691","73391","220.331809147","29176.5672","271410.2"
"2018-10-15","DP2","83","2801427","971245","3901.5824057325","450542.8235","2898438.31"
"2018-10-15","DP1","71","1860439","868257","2971.655852936","367002.3052","1869326.65"
"2018-10-15","DD","1","678","106","4.85275575","466.08","795.45"
"2018-10-15","EXT2","1","35127","280592","992.338763607","119621.9054","313894.62"
"2018-10-16","EXT2","1","74127","330743","1264.628802267","150712.0642","371309.16"
"2018-10-16","DP2","80","2446013","1016664","3754.315797249","453265.0126","2276693.8"
"2018-10-16","DP3","18","548226","61858","218.4366384345","29260.9426","239706.46"
"2018-10-16","DP1","76","1546237","744160","2799.157400897","348309.3746","1329554.45"
"2018-10-16","HP1","5","115148","32699","230.298145625","24407.314","67388.71"
"2018-10-16","HP2","6","288622","21340","87.65539355","9872.261","35572.71"
"2018-10-16","IP2","2","887","17927","104.443235627","10159.682","32774.68"
"2018-10-16","IP1","3","21905","125188","386.293507073","47393.895","137398.78"
"2018-10-17","DP3","19","1183200","78194","301.002496883","36215.6218","326708.96"
"2018-10-17","DP1","78","2388150","771855","3510.046112501498","396094.867","2342234.32"
"2018-10-17","DP2","76","2610076","800086","3378.804201073998","379109.8624","2450525.61"
"2018-10-17","IP2","2","4184","38829","126.519511784","13891.72","39227.71"
"2018-10-17","EXT2","1","81707","408543","2118.268655449","252186.7494","687955.97"
"2018-10-17","DD","1","188","47","4.637836500000001","546.25","714.0"
"2018-10-17","HP2","6","437866","39128","174.985830479","18049.732","64643.72"
"2018-10-17","IP1","2","12751","82943","298.1050316875","33872.677","144481.82"
"2018-10-17","HP1","6","223636","39765","269.270080999999","28510.775","88648.18000000001"
"2018-10-18","IP2","1","765","5062","41.497838777","3860.12","9085.88"
"2018-10-18","IP1","2","14719","101099","436.599289092","47693.046","220414.01"
"2018-10-18","HP2","8","352222","29218","222.427465803","22848.906","83597.23"
"2018-10-18","HP1","7","314289","72138","336.581564725","33183.594","143182.96"
"2018-10-18","DP3","20","605118","89655","281.658511649","33227.312","338230.21"
"2018-10-18","DP2","72","2153822","1057077","4022.414488673","459260.167","2745513.83"
"2018-10-18","DP1","76","2104240","1004375","3782.173246250996","446092.8532","2099127.11"
"2018-10-18","EXT2","1","88236","181546","780.810737532","91349.72","235562.9"
"2018-10-19","DP1","66","1857937","1093561","3034.923074297","386898.47653333336","1672064.2"
"2018-10-19","EXT2","1","88341","740694","2807.392972254","316770.932","738166.0"
"2018-10-19","DP3","17","457539","90472","262.083175842","31765.612","246669.26"
"2018-10-19","DP2","60","1776045","1004461","3576.2041275285","408870.8232","2245084.7"
"2018-10-19","HP2","8","304422","23716","146.827401127","16908.149","48068.37"
"2018-10-19","DD","1","312","22","1.65523825","73.52000000000001","309.81"
"2018-10-19","IP2","2","679","48053","205.288694081","25264.848","70340.83"
"2018-10-19","IP1","3","11049","109916","248.321762251","34596.321","140433.18"
"2018-10-19","HP1","5","182398","10032","161.4229273625","13680.951","73096.1"
"2018-10-20","DP1","11","187014","276962","829.1220110235","99273.9023","454064.04"
"2018-10-20","DP2","24","489637","160749","469.128002559","61243.8108","319205.02"
"2018-10-20","DP3","1","28197","1831","6.39021675","1036.777","8201.23"
"2018-10-20","HP2","5","128244","48447","150.124684355","16013.716","39435.32"
"2018-10-20","IP1","1","4970","97495","215.602392405","28755.0762","144914.04"
"2018-10-20","EXT2","1","31037","0","0.0","0.0","0.0"
"2018-10-21","DP2","1","2765","43834","82.73417821299999","11427.5982","102550.17"
"2018-10-21","DP1","2","5565","24302","56.4239637945","7667.488","38012.51"
"2018-10-21","DP3","15","101357","18041","69.5342275265","8111.043","74260.06"
"2018-10-22","IP2","2","5698","128279","317.288162806","46070.561","268098.8"
"2018-10-22","DP3","21","664771","101435","280.7808746065","39868.461","301538.95"
"2018-10-22","DD","1","136","44","2.744588","211.2","639.2"
"2018-10-22","DP2","73","2258771","990209","3335.460114365996","418534.6278","2148574.51"
"2018-10-22","DP1","72","2109465","1083935","3630.6943809715","453196.1508","2213289.12"
"2018-10-22","EXT2","1","22792","396285","1249.063034103","157146.028","306591.05"
"2018-10-22","HP1","7","192690","58127","446.06920015","47599.185","129848.68"
"2018-10-22","HP2","8","272056","42933","248.078212135","27027.9302","72152.36"
"2018-10-22","IP1","4","10931","84881","255.5770548785","32625.2395","110214.97"
"2018-10-23","IP1","4","7775","81450","216.879132035","28359.3672","159774.93"
"2018-10-23","IP2","1","59","301","7.9051095","701.588","2844.3900000000003"
"2018-10-23","HP1","11","371580","71208","772.9344137","69526.955","306337.98"
"2018-10-23","HP2","8","286462","9605","166.1171094","14642.98","60384.88"
"2018-10-23","DP3","24","793095","110771","316.7210946935","45591.714","314190.42"
"2018-10-23","EXT2","1","61612","413778","1246.060158748","160981.5486","352875.78"
"2018-10-23","DP2","77","2207533","1105558","3865.5896989185","472927.106","2292594.45"
"2018-10-23","DP1","79","2109503","954743","3107.723323241496","410772.9955","2002319.75"
"2018-10-24","EXT2","1","67264","527918","1666.127747613","212669.0972","511687.7"
"2018-10-24","HP1","11","227619","60895","598.039855125","52120.245","186651.17"
"2018-10-24","IP1","3","6140","53287","190.191501628","24793.587","63594.8"
"2018-10-24","DP3","21","722914","99436","341.5987661305","49662.843","310098.55"
"2018-10-24","HP2","8","328651","18986","185.729622125","15925.633","58844.44"
"2018-10-24","DP1","76","2539726","905131","3558.36797382","443380.416","1843552.09"
"2018-10-24","DP2","73","2218674","1050933","4157.970493114","480088.69906666665","2218015.1"
"2018-10-25","DP1","79","2448414","776377","3409.698509469","411520.874","1587451.8"
"2018-10-25","DP2","75","2538905","1127501","4739.676217736","595021.4999","2455089.79"
"2018-10-25","DP3","21","746154","79334","366.8324044075","46075.0735","337906.17"
"2018-10-25","HP1","7","196341","92848","701.2503817","61932.718","176449.19"
"2018-10-25","EXT2","1","53659","500906","2144.037470987","260472.179","585362.48"
"2018-10-25","IP1","4","24310","151599","650.388475984","71799.881","227830.42"
"2018-10-25","IP2","2","7241","164538","421.3370675775","62445.3763","171751.47"
"2018-10-25","HP2","11","433822","33767","366.4286988","35317.469","146837.11000000002"
"2018-10-26","DP1","79","2379340","985013","4198.619603752","523797.155","2112215.81"
"2018-10-26","DP2","71","2056948","873246","3656.3505448225","446131.8375","2076791.28"
"2018-10-26","DP3","16","485186","57453","193.068302403","29491.95","202568.23"
"2018-10-26","EXT2","1","109979","683704","3002.756910302","363396.8286","904506.22"
"2018-10-26","HP1","9","179086","101360","704.9526381000001","60930.535","236076.95"
"2018-10-26","HP2","10","340182","48796","444.50638175","39084.878","181451.35"
"2018-10-26","IP1","2","14745","126418","385.7090664745","52900.518","129420.53"
"2018-10-26","IP2","1","528","5264","245.875032625","14516.552","28318.06"
"2018-10-27","DP2","21","495538","115846","348.986172345","52092.4853","309682.7"
"2018-10-27","EXT2","1","39229","103696","347.110905452","50918.992","107071.32"
"2018-10-27","DP3","1","25324","1909","9.051769625","1341.897","8755.17"
"2018-10-27","HP1","2","15073","42973","116.280958633","17699.195","62285.42"
"2018-10-27","DP1","13","248440","74756","272.0454447145","32142.2875","209351.29"
"2018-10-27","IP2","1","4286","37957","124.149899502","18130.717","46917.91"
"2018-10-27","HP2","1","7483","12857","113.37494685","11868.013","25224.11"
"2018-10-27","IP1","1","6129","69454","226.4311744735","31026.5285","141993.96"
"2018-10-28","DP1","1","6339","1823","0.956171075","222.164","3862.49"
"2018-10-28","DP2","1","5621","0","4.0595302","753.096","641.4"
"2018-10-28","DP3","12","85197","28147","92.2979989385","13445.2816","77254.12"
"2018-10-29","EXT2","1","35919","556706","2493.998624244","304747.4184","755281.8"
"2018-10-29","DP1","83","2620578","801223","2814.5488207085","375833.385","2228228.56"
"2018-10-29","DP3","20","452988","158123","538.0873000585","75700.5862","391855.91"
"2018-10-29","HP2","10","383297","63334","425.287203925","40746.787","167750.39"
"2018-10-29","DP2","79","2392787","914924","4142.666232783003","488902.0322","2577701.29"
"2018-10-29","IP1","3","16535","90060","465.8616505025","54426.4107","179534.79"
"2018-10-29","IP2","3","10327","87894","372.456195636","45620.8422","289300.76"
"2018-10-29","HP1","11","194515","143404","691.23850495","68166.663","317243.04"
"2018-10-30","IP2","1","443","1559","29.581974625","3125.989","22469.39"
"2018-10-30","IP1","1","14308","65177","290.810465091","35707.645300000004","126833.14"
"2018-10-30","DD","1","87","8","3.234","144.0","399.9"
"2018-10-30","DP1","77","2233851","868715","2972.1950633755","413732.9797","2392855.13"
"2018-10-30","DP2","78","2128114","813220","2833.5518292845","377167.62566666666","2232804.4"
"2018-10-30","DP3","21","597501","76099","277.9889604255","39729.4436","309958.53"
"2018-10-30","EXT2","1","78968","316062","1702.670949107","202373.624","452546.98"
"2018-10-30","HP1","8","154941","76355","468.302943375","47249.918","237714.17"
"2018-10-30","HP2","8","179059","13090","71.81091295","8024.958","30967.72"
"2018-10-31","DP1","2","3049","10895","32.745594879","4551.3962","27622.78"
"2018-10-31","DP2","1","1049","17116","55.772117836","7389.7261","46068.86"
"2018-10-31","DP3","14","46938","6579","33.3020623275","3823.4606","39571.76"
"2018-11-01","DP1","1","3829","27418","74.938761357","11494.43","80317.85"
"2018-11-01","DP3","14","102496","10094","48.794913985","6231.699","66161.04"
"2018-11-01","EXT2","1","52412","0","0.0","0.0","0.0"
"2018-11-02","DD","1","1201","62","5.216927999999999","465.56","553.0"
"2018-11-02","DP3","13","372427","49043","115.95972411","21072.879","152617.72"
"2018-11-02","DP1","53","1365130","762393","2304.978482536994","345150.906","1671939.77"
"2018-11-02","DP2","58","1571420","532993","1897.313666963499","253499.6613","1480810.68"
"2018-11-02","EXT2","1","54015","616464","2047.243454041","278223.7462","727146.48"
"2018-11-02","HP2","5","161676","194565","709.158661359","91835.83","276273.39"
"2018-11-02","HP1","5","76279","28217","91.954557124999","12459.004","44399.79"
"2018-11-02","IP1","1","1","0","0.0","0.0","19.99"
"2018-11-03","EXT2","1","50113","39078","136.995231614","19635.0172","49257.52"
"2018-11-04","DP1","2","12048","24825","74.3268535925","11238.807","59937.57"
"2018-11-04","DP2","2","5703","17303","50.9144490415","7741.1715","52326.22"
"2018-11-04","DP3","15","108129","15695","66.059206314","9450.632","76268.46"
"2018-11-05","HP2","6","133243","16641","187.376843102","18708.674","78046.36"
"2018-11-05","IP2","1","107","2318","14.19249525","1653.86","5704.56"
"2018-11-05","DP3","16","524989","54003","217.943356766","34406.6993","239965.21"
"2018-11-05","EXT2","1","29476","356668","1077.554247128","157977.3492","399586.94"
"2018-11-05","DP1","56","1484289","666666","2153.079398275496","300150.6751","1400358.3"
"2018-11-05","DP2","65","1697587","789319","2829.4158573885","405615.0036","1828179.29"
"2018-11-05","IP1","3","14233","125802","385.781112376","56630.7872","194137.07"
"2018-11-05","HP1","7","244269","94741","332.8127780775","47839.3769","191525.86"
"2018-11-06","DP3","14","320552","25091","142.20745869","19457.1775","146920.62"
"2018-11-06","DP2","57","1681638","725098","2370.709851490003","330860.7390666667","1475740.02"
"2018-11-06","DP1","53","1315813","549892","2042.246700652","289086.2305","1236051.15"
"2018-11-06","EXT2","1","61408","351332","1221.387735273","176341.8264","445210.16"
"2018-11-06","IP2","1","762","72686","229.30083515","27609.502","56417.5"
"2018-11-06","HP1","8","202754","44204","251.1231910905","29094.285","132009.44"
"2018-11-06","HP2","5","125394","53136","245.048089200001","23462.422","88352.32"
"2018-11-06","IP1","4","12463","113686","377.368607657","52533.41","145517.32"
"2018-11-07","DD","1","4","0","0.0","0.0","39.95"
"2018-11-07","DP1","61","1882265","833212","2645.23008259","378523.9605666667","1614151.98"
"2018-11-07","DP2","60","1487388","722462","2563.1953609675","342851.9298","1396514.58"
"2018-11-07","DP3","14","360453","41617","152.6395331635","21836.4475","161851.66"
"2018-11-07","EXT2","1","42712","309767","1091.852734901","148683.7884","388695.31"
"2018-11-07","HP1","7","226331","23693","115.1313489","20508.1686","58341.03"
"2018-11-07","HP2","4","115046","45884","354.614073025","35957.449","150962.06"
"2018-11-07","IP1","3","7245","48970","186.339630909","24755.308","73479.61"
"2018-11-08","DP1","55","1774841","750960","2851.113110813","366850.9942","1610917.7"
"2018-11-08","DP2","53","1543432","618183","2141.7338004605","290456.16366666666","1309352.4"
"2018-11-08","DP3","13","419792","49521","209.7584011455","27414.424500000005","209625.03"
"2018-11-08","EXT2","1","56204","346816","1135.469361222002","155132.3104","379067.04"
"2018-11-08","HP1","4","87476","3943","51.304454225","5370.701","22513.64"
"2018-11-08","HP2","4","106787","30880","139.91251455","14490.536","40301.58"
"2018-11-08","IP1","3","57357","61124","311.3490468445","35091.0925","185836.57"
"2018-11-08","IP2","2","5875","108144","439.545476961","56973.4535","141049.79"
"2018-11-09","DP2","44","1199161","608690","1924.792411382","259484.3585","1283111.64"
"2018-11-09","EXT2","1","111498","688118","2508.729430173","331332.395","836325.12"
"2018-11-09","IP2","1","22","2930","3.26736075","794.164","2316.96"
"2018-11-09","IP1","2","57955","44784","161.2532802745","20924.2066","143539.85"
"2018-11-09","HP1","5","192262","14171","70.351638","8380.955","37221.33"
"2018-11-09","HP2","5","193263","45435","202.13250405","21303.711","73984.16"
"2018-11-09","DP3","13","359306","32638","155.755653211","20606.435","168784.68"
"2018-11-09","DP1","60","1733019","814062","3104.4033569605","402564.9081","1933951.41"
"2018-11-10","EXT2","1","96128","0","0.0","0.0","0.0"
"2018-11-11","DP2","1","4827","1594","1.252166","308.445","5925.59"
"2018-11-11","DP1","2","13497","34958","81.529514681","12402.334","53079.0"
"2018-11-11","DP3","11","81706","11853","43.638173528","5845.204","49312.52"
"2018-11-12","HP1","5","233864","97031","323.6423568655","43928.9779","207316.0"
"2018-11-12","DP1","52","1541868","1009880","3454.6685269215","464671.6239","2240137.51"
"2018-11-12","DD","1","217","56","4.108104","301.28","316.0"
"2018-11-12","DP3","13","359961","61667","186.67866257","26971.2589","223069.64"
"2018-11-12","DP2","60","1901647","661593","2236.9256799815","301939.8619","1496191.3"
"2018-11-12","EXT2","1","33215","369236","1038.806076276","144244.9886","358584.54"
"2018-11-12","IP1","3","63216","99328","322.675312679","44416.0085","168941.02"
"2018-11-12","HP2","5","258956","19621","92.05845965","10045.82","41594.6"
"2018-11-13","IP1","3","73943","181069","484.740912725","73313.3855","324089.58"
"2018-11-13","DP1","51","1668967","813708","2509.6181836025","352952.1411","1765939.62"
"2018-11-13","DP2","61","1892195","820994","2819.766572146","387901.6435","1923937.27"
"2018-11-13","DP3","15","389112","71863","243.2006325435","35099.941","257456.94"
"2018-11-13","EXT2","1","50192","429738","1393.907391196","190211.702","489512.76"
"2018-11-13","HP1","6","273470","123316","399.3653300915","54525.6365","272500.01"
"2018-11-13","HP2","6","260417","24706","57.333601","7609.461","31133.15"
"2018-11-13","IP2","1","51","3886","16.866860503999998","1881.004","5291.96"
"2018-11-14","EXT2","1","52390","409072","1371.289379881","182100.196","485175.14"
"2018-11-14","DP1","54","1496515","886978","2666.4492897825","383064.909","1601166.0"
"2018-11-14","DP2","62","1901748","658945","2381.9422745015","306276.9908","1803553.2"
"2018-11-14","DP3","14","332368","47635","216.2523322585","26796.4528","232278.64"
"2018-11-14","IP2","1","1020","35450","185.9962983","27270.5288","47168.78"
"2018-11-14","HP1","7","228474","88989","332.4475208195","41675.218","166712.26"
"2018-11-14","HP2","5","219692","37095","115.5682995","14711.39","74677.85"
"2018-11-14","IP1","3","56821","77367","240.2881301315","36159.91","130966.05"
"2018-11-15","IP1","3","66851","183680","401.025646234","61898.4262","224041.98"
"2018-11-15","HP2","6","241481","35369","160.491838725","17464.456000000002","106173.04"
"2018-11-15","IP2","1","9","288","2.307077","208.544","530.7"
"2018-11-15","HP1","9","270628","119483","276.556530248","40189.995","165765.15"
"2018-11-15","DP2","59","2000659","837640","2443.9898687335","342092.3515","1721175.14"
"2018-11-15","DP3","11","318431","40801","118.501954793","16685.0","131066.36"
"2018-11-15","EXT2","1","85261","436572","1228.844726992","170989.4988","449422.52"
"2018-11-15","DP1","57","1440474","817544","2267.7911606815","322337.2421","1451729.93"
"2018-11-16","DP3","6","144540","23441","56.423080258","8042.259","50466.26"
"2018-11-16","DP2","48","1572008","756056","2089.207615366001","279597.5117","1320303.1"
"2018-11-16","DP1","42","1123331","718122","1745.498928287002","256753.7675","1137687.09"
"2018-11-16","EXT2","1","78371","599858","1583.230502548","219780.3426","618612.06"
"2018-11-16","HP1","6","238892","46200","203.460128275001","25823.504","105217.69"
"2018-11-16","HP2","5","174070","35915","108.808194625","13867.74","87713.41"
"2018-11-16","IP2","1","46","2644","5.0850805","519.184","1657.64"
"2018-11-16","IP1","2","12990","137849","314.28592314","44447.92","147481.56"
"2018-11-17","EXT2","1","46488","114646","279.220502043","40063.4556","102153.48"
"2018-11-18","DP1","1","2006","21946","44.56343298","7037.32","23497.06"
"2018-11-18","DP3","9","38299","17093","35.693333379","5378.19","33296.8"
"2018-11-19","EXT2","1","29010","315296","771.837959090002","112529.9658","287396.0"
"2018-11-19","DP1","51","1365713","804176","1945.3628752015","289949.2003","1315379.23"
"2018-11-19","DP2","49","1806548","951822","2729.9870035855","367055.6339","1579447.9"
"2018-11-19","DP3","11","283380","85097","175.6616623475","27947.1702","158855.81"
"2018-11-19","IP1","2","11941","111055","308.688330044","44802.5712","196256.62"
"2018-11-19","HP1","7","270993","29522","149.1156886","18308.011","58999.51"
"2018-11-19","HP2","4","319076","9947","87.895231275","8471.697","34788.02"
"2018-11-19","IP2","1","7","96","6.2760395","450.14","1539.3"
"2018-11-20","IP2","1","772","95252","340.74400135","50475.256","94245.42"
"2018-11-20","DP3","9","209324","42941","154.632796194","21509.9547","128141.44"
"2018-11-20","DP2","53","1564252","799781","2494.253572234","347938.9165","1606816.48"
"2018-11-20","DP1","53","1347381","738041","2103.358051234","279412.3237","1286264.86"
"2018-11-20","EXT2","1","85214","273230","742.19418785","96662.2072","253648.92"
"2018-11-20","HP1","9","360988","94267","533.122355248","55951.2535","202669.75"
"2018-11-20","IP1","2","9975","145265","419.033174338","52196.9387","168467.53"
"2018-11-20","HP2","5","306766","19890","111.932549775","12630.45","53737.43"
"2018-11-21","DP1","51","1624071","709827","2072.3515955415","302075.8599","1590043.22"
"2018-11-21","DP2","49","1428550","748249","2425.784954610003","333896.1929","1431613.3"
"2018-11-21","DP3","8","163353","59485","133.466976944","22342.202","137195.3"
"2018-11-21","EXT2","1","67837","208305","573.59017287","74156.992","179449.62"
"2018-11-21","HP1","8","319388","72412","464.45610845","53710.787","220210.03"
"2018-11-21","HP2","4","251841","19930","67.323371925","8082.812","27084.76"
"2018-11-21","IP1","1","1780","36200","115.141316334","14894.2092","93439.62"
"2018-11-21","IP2","1","29","4318","10.524455179","1358.71","5015.2"
"2018-11-22","EXT2","1","60509","346476","930.657560218002","125637.3824","286029.28"
"2018-11-22","DP1","46","1398098","582440","2036.425269175","289310.53","1289867.45"
"2018-11-22","DP2","54","1480581","825054","2680.766861821","382718.2553","5125813.97"
"2018-11-22","DP3","8","133817","31889","130.981323844","19887.058","212767.6"
"2018-11-22","IP2","1","8","6","0.50925","63.6","79.0"
"2018-11-22","IP1","3","10028","113364","361.462560092","52839.5505","162132.68"
"2018-11-22","HP2","4","126673","11201","32.542216125","4618.165","14730.09"
"2018-11-22","HP1","7","198397","67268","325.754040627","47061.817","173355.16"
"2018-11-23","HP2","4","216636","19361","67.20647425","8517.242","30594.05"
"2018-11-23","DP1","39","1165188","533012","1704.109407169","256649.0306","996401.0"
"2018-11-23","DP2","38","986472","532545","1713.675728206001","245062.5125","812482.65"
"2018-11-23","DP3","4","58160","18408","95.725369625","11664.409","50982.7"
"2018-11-23","EXT2","1","59157","315666","998.88971417","145154.8622","308871.18"
"2018-11-23","HP1","5","166631","137598","617.228398842","81652.6243","247298.7"
"2018-11-24","EXT2","1","32807","31966","120.800507062","16869.886","32495.98"
"2018-11-26","HP1","5","124193","58176","232.731254501","31891.882","86166.39"
"2018-11-26","DP3","5","135528","42784","93.197036132998","16966.1506","55982.22"
"2018-11-26","HP2","3","111491","27197","81.747207602","12817.824","35563.23"
