DATE,USERCOUNT,SECONDSSPENT,QUANTITY,VOLUME,WEIGHT,PRICE
2019-11-20,100,3085050,1653333,5154.935588484,734840.593804,3403509.6999999997
2019-11-21,93,2897485,1742330,5104.6153275845,775521.0718465184,3425686.71
2019-11-22,78,2567707,2078183,5992.019128067504,926339.2593881481,3898497.51
2019-11-23,3,35473,27717,104.584388835,14749.032,106664.41
2019-11-25,101,3295867,2069328,5875.176997427504,878132.6192084444,4012560.91
2019-11-26,100,3399798,1949080,5765.8854707525,846827.872165037,3674600.32
2019-11-27,99,3442213,2030270,6376.711943321503,861185.2331468147,3369192.51
2019-11-28,99,3519155,1826228,6371.204377702502,822365.1238444445,3022597.08
2019-11-29,95,3134428,2136538,7294.1756174035,908624.7127148148,3274991.63
2019-12-02,100,4014251,2406068,7611.401825811499,1016576.4393628148,4095650.17
2019-12-03,119,4246886,2231045,7372.895739305506,997956.2813505185,4871584.9
2019-12-04,115,4052812,2512965,7324.728983048,1104453.2568666667,5483379.4
2019-12-05,112,4165841,2343716,6735.280918230004,1052127.6877491851,5064172.63
2019-12-06,99,3382537,2519813,7192.3795019345,1076031.3299505184,5232633.46
2019-12-07,2,51704,2335,4.785414125,918.593,2434.59
2019-12-09,127,4254094,2302995,7773.2189193290005,1125500.9478847408,5248342.58
2019-12-10,120,4307714,2201349,6496.921689191,969742.8187986666,4662431.15
2019-12-11,118,4274242,2400444,7519.3983629375,1092400.0403282964,4888820.95
2019-12-12,123,4343608,2361086,7608.2068600885,1076187.0269,4894287.66
2019-12-13,92,3084431,2151829,6682.4433722635,924906.4114999999,4118852.94
2019-12-14,4,41758,138258,346.933667619,50285.584,238224.22
2019-12-16,105,3356185,2291059,8109.157258837,1019987.4374444445,4435016.35
2019-12-17,117,4353794,2409538,7755.18747624,1015083.4097703703,5025378.71
2019-12-18,127,4435295,2812760,9184.601265109,1253330.8946962962,5166641.2
2019-12-19,115,4382742,3339070,10924.2228804775,1503748.7980074075,5980155.88
2019-12-20,99,3761291,2202176,7316.5089661705,999060.9734074074,4447837.4
2019-12-21,3,70488,76296,230.070910639,33363.814,89952.28
2019-12-23,106,3506230,2011637,6748.660847886,953888.2097222223,4185256.67
2019-12-24,94,2383874,1650159,5781.3560587545,773441.943462963,2847052.31
