DATE,LOCUS,WOANBL
2022-05-17,WP,368
2022-05-18,NL,15554
2022-05-18,TL,7
2022-05-18,WC,1
2022-05-18,WP,357
2022-05-19,NL,30649
2022-05-19,TL,9
2022-05-19,WC,13
2022-05-19,WP,458
2022-05-20,NL,214
2022-05-20,TL,5
2022-05-20,WC,7
2022-05-20,WP,314
2022-05-21,NL,5172
2022-05-21,WP,103
2022-05-22,NL,16021
2022-05-23,NL,25359
2022-05-23,TL,7
2022-05-23,WP,1077
2022-05-24,NL,5360
2022-05-24,TL,1
2022-05-24,WC,1
2022-05-24,WP,381
2022-05-25,NL,21056
2022-05-25,NLECO,6
2022-05-25,WP,439
2022-05-26,NL,28472
2022-05-26,WC,1
2022-05-26,WP,302
2022-05-27,NL,358
2022-05-27,TL,1
2022-05-27,WC,2
2022-05-27,WP,328
2022-05-28,NL,2277
2022-05-28,WP,71
2022-05-29,NL,17095
2022-05-30,NL,24841
2022-05-30,WP,1105
2022-05-31,NL,52247
2022-05-31,NLECO,25
2022-05-31,NWKL,1626
2022-05-31,TL,1
2022-05-31,WC,8
2022-05-31,WP,358
2022-06-01,NL,14979
2022-06-01,TL,2
2022-06-01,WC,16
2022-06-01,WP,310
2022-06-02,NL,7314
2022-06-02,TL,6
2022-06-02,WP,370
2022-06-03,NL,11010
2022-06-03,TL,3
2022-06-03,WC,3
2022-06-03,WP,300
2022-06-04,NL,0
2022-06-04,WP,98
2022-06-05,NL,7182
2022-06-06,NL,24869
2022-06-06,WP,918
2022-06-07,NL,40353
2022-06-07,TL,8
2022-06-07,WP,405
2022-06-08,NL,14869
2022-06-08,TL,1
2022-06-08,WP,348
2022-06-09,NL,38095
2022-06-09,TL,9
2022-06-09,WP,310
2022-06-10,NL,187
2022-06-10,TL,6
2022-06-10,WC,2
2022-06-10,WP,329
2022-06-11,NL,8894
2022-06-11,WP,61
2022-06-12,NL,14323
2022-06-13,NL,22011
2022-06-13,TL,3
2022-06-13,WC,1
2022-06-13,WP,980
2022-06-14,NL,32418
2022-06-14,TL,4
2022-06-14,WP,333
2022-06-15,NL,13271
2022-06-15,TL,8
2022-06-15,VRET,75
2022-06-15,WC,7
2022-06-15,WP,308
2022-06-16,NL,25135
2022-06-16,TL,6
2022-06-16,VRET,75
2022-06-16,WC,3
2022-06-16,WP,361
2022-06-17,NL,231
2022-06-17,TL,5
2022-06-17,WC,1
2022-06-17,WP,331
2022-06-18,NL,5041
2022-06-18,WP,70
2022-06-19,NL,13153
2022-06-20,NL,22556
2022-06-20,WC,4
2022-06-20,WP,883
2022-06-21,NL,30037
2022-06-21,TL,27
2022-06-21,WC,6
2022-06-21,WP,267
2022-06-22,NL,14122
2022-06-22,TL,3
2022-06-22,WC,2
2022-06-22,WP,257
2022-06-23,NL,26183
2022-06-23,TL,3
2022-06-23,WC,13
2022-06-23,WP,270
2022-06-24,NL,445
2022-06-24,TL,1
2022-06-24,WC,10
2022-06-24,WP,256
2022-06-25,NL,5477
2022-06-25,WC,6
2022-06-25,WP,47
2022-06-26,NL,14633
2022-06-27,NL,23499
2022-06-27,TL,4
2022-06-27,WC,3
2022-06-27,WP,921
2022-06-28,NL,34776
2022-06-28,TL,4
2022-06-28,WC,4
2022-06-28,WP,311
2022-06-29,NL,11006
2022-06-29,TL,6
2022-06-29,WC,11
2022-06-29,WP,344
2022-06-30,NL,23117
2022-06-30,NWKL,5184
2022-06-30,TL,96
2022-06-30,WC,5
2022-06-30,WP,296
2022-07-01,NL,253
2022-07-01,WC,1
2022-07-01,WP,244
2022-07-02,NL,4555
2022-07-02,WP,55
2022-07-03,NL,12555
2022-07-04,NL,21762
2022-07-04,TL,12
2022-07-04,WC,4
2022-07-04,WP,884
2022-07-05,NL,29873
2022-07-05,NWKL,3563
2022-07-05,WC,7
2022-07-05,WP,275
2022-07-06,NL,11892
2022-07-06,NWKL,1468
2022-07-06,TL,1
2022-07-06,WP,317
2022-07-07,NL,26226
2022-07-07,TL,1
2022-07-07,WC,2
2022-07-07,WP,272
2022-07-08,NL,336
2022-07-08,TL,1
2022-07-08,WC,2
2022-07-08,WP,368
2022-07-09,NL,4764
2022-07-09,WP,44
2022-07-10,NL,14233
2022-07-11,NL,22962
2022-07-11,WC,1
2022-07-11,WP,939
2022-07-12,NL,40361
2022-07-12,TL,2
2022-07-12,WC,2
2022-07-12,WP,372
2022-07-13,NL,14802
2022-07-13,TL,4
2022-07-13,WC,12
2022-07-13,WP,279
2022-07-14,NL,28288
2022-07-14,NWKL,1556
2022-07-14,WC,6
2022-07-14,WP,330
2022-07-15,NL,223
2022-07-15,NWDSP,16
2022-07-15,WC,8
2022-07-15,WP,246
2022-07-16,NL,4324
2022-07-16,WP,93
2022-07-17,NL,13890
2022-07-18,NL,19976
2022-07-18,WC,1
2022-07-18,WP,871
2022-07-19,NL,5825
2022-07-19,WC,5
2022-07-19,WP,301
2022-07-20,NL,10175
2022-07-20,VRET,75
2022-07-20,WC,4
2022-07-20,WP,351
2022-07-21,NL,23494
2022-07-21,WC,13
2022-07-21,WP,262
2022-07-22,NL,152
2022-07-22,TL,1
2022-07-22,WC,4
2022-07-22,WP,291
2022-07-23,NL,4423
2022-07-23,WP,59
2022-07-24,NL,4181
2022-07-25,NL,11021
2022-07-25,TL,8
2022-07-25,VRET,49
2022-07-25,WC,5
2022-07-25,WP,741
2022-07-26,NL,43879
2022-07-26,TL,1
2022-07-26,VRET,49
2022-07-26,WC,2
2022-07-26,WP,231
2022-07-27,NL,13207
2022-07-27,VRET,125
2022-07-27,WP,302
2022-07-28,NL,22666
2022-07-28,TL,3
2022-07-28,VRET,100
2022-07-28,WC,4
2022-07-28,WP,287
2022-07-29,NL,99
2022-07-29,WC,3
2022-07-29,WP,229
2022-07-30,NL,4470
2022-07-30,WP,57
2022-07-31,NL,18674
2022-08-01,NL,20256
2022-08-01,WC,1
2022-08-01,WP,608
2022-08-02,NL,23987
2022-08-03,NL,2235
2022-08-04,NL,1921
2022-08-05,NL,0
2022-08-06,NL,2163
2022-08-07,NL,3696
2022-08-08,NL,9359
2022-08-09,NL,17846
2022-08-10,NL,8907
2022-08-11,NL,7781
2022-08-12,NL,11039
2022-08-13,NL,3890
2022-08-14,NL,5263
2022-08-15,NL,16039
2022-08-16,NL,26133
2022-08-16,WC,0
2022-08-16,WP,1356
2022-08-17,NL,34622
2022-08-17,WP,3114
2022-08-18,NL,39013
2022-08-18,WC,12
2022-08-18,WP,312
2022-08-19,NL,5085
2022-08-19,WP,446
2022-08-20,NL,6820
2022-08-20,WP,310
2022-08-21,NL,16095
2022-08-22,NL,36587
2022-08-22,WC,1
2022-08-22,WP,771
2022-08-23,NL,42409
2022-08-23,WP,306
2022-08-24,NL,14770
2022-08-24,TL,16
2022-08-24,WC,3
2022-08-24,WP,353
2022-08-25,NL,54357
2022-08-25,WC,6
2022-08-25,WP,217
2022-08-26,NL,3076
2022-08-26,WP,458
2022-08-27,NL,10203
2022-08-27,TL,4
2022-08-27,WP,250
2022-08-28,NL,33686
2022-08-29,NL,41420
2022-08-29,WC,5
2022-08-29,WP,793
2022-08-30,NL,65313
2022-08-30,WP,357
2022-08-31,NL,29780
2022-08-31,TL,18
2022-08-31,WP,319
2022-09-01,NL,39251
2022-09-01,TL,5
2022-09-01,WC,10
2022-09-01,WP,453
2022-09-02,NL,1147
2022-09-02,WC,5
2022-09-02,WP,249
2022-09-03,NL,9664
2022-09-03,WP,199
2022-09-04,NL,22020
2022-09-05,NL,33168
2022-09-05,TL,9
2022-09-05,WP,597
2022-09-06,NL,52702
2022-09-06,TL,1
2022-09-06,WP,377
2022-09-07,NL,20398
2022-09-07,TL,2
2022-09-07,WC,4
2022-09-07,WP,298
2022-09-08,NL,33943
2022-09-08,TL,4
2022-09-08,WC,2
2022-09-08,WP,246
2022-09-09,NL,1682
2022-09-09,WC,4
2022-09-09,WP,358
2022-09-10,NL,7447
2022-09-10,WP,53
2022-09-11,NL,18499
2022-09-12,NL,26410
2022-09-12,TL,3
2022-09-12,WP,841
2022-09-13,NL,40225
2022-09-13,WC,35
2022-09-13,WP,229
2022-09-14,NL,15669
2022-09-14,WC,5
2022-09-14,WP,383
2022-09-15,NL,27654
2022-09-15,WC,1
2022-09-15,WP,417
2022-09-16,NL,1456
2022-09-16,WC,17
2022-09-16,WP,295
2022-09-17,NL,6278
2022-09-17,WC,1
2022-09-17,WP,29
2022-09-18,NL,16017
2022-09-19,NL,25330
2022-09-19,TL,2
2022-09-19,WC,16
2022-09-19,WP,1007
2022-09-20,NL,46443
2022-09-20,WC,20
2022-09-20,WP,255
2022-09-21,NL,15256
2022-09-21,TL,4
2022-09-21,WC,13
2022-09-21,WP,295
2022-09-22,NL,23657
2022-09-22,WC,21
2022-09-22,WP,327
2022-09-23,NL,540
2022-09-23,TL,3
2022-09-23,WC,18
2022-09-23,WP,231
2022-09-24,NL,3925
2022-09-24,WC,3
2022-09-24,WP,58
2022-09-25,NL,14387
2022-09-26,NL,26802
2022-09-26,WC,18
2022-09-26,WP,863
2022-09-27,NL,49583
2022-09-27,TL,2
2022-09-27,WC,3
2022-09-27,WP,332
2022-09-28,NL,20112
2022-09-28,TL,6
2022-09-28,WC,47
2022-09-28,WP,326
2022-09-29,NL,36933
2022-09-29,WC,6
2022-09-29,WP,308
2022-09-30,NL,324
2022-09-30,TL,3
2022-09-30,WC,12
2022-09-30,WP,303
2022-10-01,NL,6629
2022-10-01,WC,8
2022-10-01,WP,150
2022-10-02,NL,20966
2022-10-03,NL,25146
2022-10-03,TL,1
2022-10-03,WC,6
2022-10-03,WP,1010
2022-10-04,NL,39695
2022-10-04,TL,4
2022-10-04,WC,25
2022-10-04,WP,332
2022-10-05,NL,20246
2022-10-05,TL,2
2022-10-05,WC,11
2022-10-05,WP,334
2022-10-06,NL,35441
2022-10-06,TL,3
2022-10-06,WC,19
2022-10-06,WP,330
2022-10-07,NL,1464
2022-10-07,TL,9
2022-10-07,WC,8
2022-10-07,WP,188
2022-10-08,NL,6072
2022-10-08,WC,10
2022-10-08,WP,102
2022-10-09,NL,21403
2022-10-10,NL,19500
2022-10-10,TL,3
2022-10-10,WC,12
2022-10-10,WP,783
2022-10-11,NL,65133
2022-10-11,TL,4
2022-10-11,WC,38
2022-10-11,WP,339
2022-10-12,NL,19430
2022-10-12,TL,5
2022-10-12,WC,12
2022-10-12,WP,234
2022-10-13,NL,32303
2022-10-13,TL,3
2022-10-13,WC,14
2022-10-13,WP,297
2022-10-14,NL,1205
2022-10-14,WC,28
2022-10-14,WP,287
2022-10-15,NL,4994
2022-10-15,WC,16
2022-10-15,WP,147
2022-10-16,NL,18041
2022-10-17,NL,29201
2022-10-17,TL,10
2022-10-17,WC,5
2022-10-17,WP,848
2022-10-18,NL,46681
2022-10-18,NLKER,192
2022-10-18,WC,1
2022-10-18,WP,470
2022-10-19,NL,19543
2022-10-19,TL,6
2022-10-19,WC,11
2022-10-19,WP,345
2022-10-20,NL,31449
2022-10-20,TL,7
2022-10-20,WC,7
2022-10-20,WP,306
2022-10-21,NL,1240
2022-10-21,TL,1
2022-10-21,WC,13
2022-10-21,WP,274
2022-10-22,NL,5665
2022-10-22,WC,10
2022-10-22,WP,109
2022-10-23,NL,15767
2022-10-24,NL,24130
2022-10-24,NWDSP,33
2022-10-24,TL,2
2022-10-24,WC,8
2022-10-24,WP,832
2022-10-25,NL,37095
2022-10-25,VKER,487
2022-10-25,VRET,100
2022-10-25,WC,34
2022-10-25,WP,307
2022-10-26,NL,16365
2022-10-26,TL,2
2022-10-26,VKER,367
2022-10-26,VRET,125
2022-10-26,WC,31
2022-10-26,WP,363
2022-10-27,NL,30394
2022-10-27,NWDSP,4
2022-10-27,TL,2
2022-10-27,VKER,373
2022-10-27,WC,9
2022-10-27,WP,390
2022-10-28,NL,190
2022-10-28,TL,1
2022-10-28,VKER,311
2022-10-28,WC,10
2022-10-28,WP,328
2022-10-29,NL,5087
2022-10-29,WC,26
2022-10-29,WP,112
2022-10-30,NL,3887
2022-10-31,NL,30471
2022-10-31,TL,9
2022-10-31,WC,26
2022-10-31,WP,1417
2022-11-01,NL,40496
2022-11-01,WC,11
2022-11-01,WP,402
2022-11-02,NL,21546
2022-11-02,TL,3
2022-11-02,WC,24
2022-11-02,WP,523
2022-11-03,NL,37822
2022-11-03,TL,9
2022-11-03,WC,13
2022-11-03,WP,478
2022-11-04,NL,504
2022-11-04,WC,17
2022-11-04,WP,407
2022-11-05,NL,5718
2022-11-05,WC,7
2022-11-05,WP,223
2022-11-06,NL,13084
2022-11-07,NL,38274
2022-11-07,TL,7
2022-11-07,WC,8
2022-11-07,WP,1426
2022-11-08,NL,50182
2022-11-08,WC,6
2022-11-08,WP,441
2022-11-09,NL,5201
2022-11-09,TL,5
2022-11-09,WC,30
2022-11-09,WP,416
2022-11-10,NL,25971
2022-11-10,WC,21
2022-11-10,WP,466
2022-11-11,NL,295
2022-11-11,WC,46
2022-11-11,WP,491
2022-11-12,NL,6898
2022-11-12,WP,236
2022-11-13,NL,24235
2022-11-14,NL,25611
2022-11-14,TL,7
2022-11-14,WP,1496
2022-11-15,NL,33694
2022-11-15,TL,8
2022-11-15,WC,21
2022-11-15,WP,445
2022-11-16,NL,26525
2022-11-16,WC,3
2022-11-16,WP,478
2022-11-17,NL,32933
2022-11-17,WC,26
2022-11-17,WP,449
2022-11-18,NL,340
2022-11-18,TL,2
2022-11-18,WC,16
2022-11-18,WP,430
2022-11-19,NL,6099
2022-11-19,WC,6
2022-11-19,WP,184
2022-11-20,NL,16359
2022-11-21,NL,34138
2022-11-21,TL,2
2022-11-21,WP,1642
2022-11-22,NL,37119
2022-11-22,VRET,50
2022-11-22,WC,7
2022-11-22,WP,540
2022-11-23,NL,22140
2022-11-23,TL,6
2022-11-23,WC,25
2022-11-23,WP,556
2022-11-24,NL,35610
2022-11-24,WC,30
2022-11-24,WP,514
2022-11-25,NL,1568
2022-11-25,NWDSP,16
2022-11-25,NWECO,71
2022-11-25,WC,26
2022-11-25,WP,949
2022-11-26,NL,7406
2022-11-26,WC,18
2022-11-26,WP,434
2022-11-27,NL,18037
2022-11-28,NL,26537
2022-11-28,TL,5
2022-11-28,WP,3519
2022-11-29,NL,44021
2022-11-29,WC,6
2022-11-29,WP,1381
2022-11-30,NL,20099
2022-11-30,TL,21
2022-11-30,WC,8
2022-11-30,WP,670
2022-12-01,NL,34800
2022-12-01,TL,4
2022-12-01,WP,499
2022-12-02,NL,283
2022-12-02,WC,34
2022-12-02,WP,471
2022-12-03,NL,7411
2022-12-03,WC,2
2022-12-03,WP,206
2022-12-04,NL,19991
2022-12-05,NL,28634
2022-12-05,TL,3
2022-12-05,WC,31
2022-12-05,WP,1462
2022-12-06,NL,49477
2022-12-06,TL,2
2022-12-06,VRET,25
2022-12-06,WC,20
2022-12-06,WP,614
2022-12-07,NL,24180
2022-12-07,TL,18
2022-12-07,WC,6
2022-12-07,WP,697
2022-12-08,NL,32320
2022-12-08,WC,5
2022-12-08,WP,578
2022-12-09,NL,875
2022-12-09,WC,7
2022-12-09,WP,470
2022-12-10,NL,6454
2022-12-10,WP,209
2022-12-11,NL,22678
2022-12-12,NL,28763
2022-12-12,WP,1603
2022-12-13,NL,48731
2022-12-13,TL,2
2022-12-13,WC,14
2022-12-13,WP,601
2022-12-14,NL,19381
2022-12-14,TL,9
2022-12-14,WC,8
2022-12-14,WP,546
2022-12-15,NL,33936
2022-12-15,TL,1
2022-12-15,WC,48
2022-12-15,WP,612
2022-12-16,NL,208
2022-12-16,TL,2
2022-12-16,WC,31
2022-12-16,WP,472
2022-12-17,NL,6036
2022-12-17,WC,26
2022-12-17,WP,200
2022-12-18,NL,19384
2022-12-19,NL,23138
2022-12-19,TL,3
2022-12-19,WC,3
2022-12-19,WP,1327
2022-12-20,NL,32377
2022-12-20,NWDSP,33
2022-12-20,NWECO,41
2022-12-20,WC,6
2022-12-20,WP,381
2022-12-21,NL,16863
2022-12-21,WC,13
2022-12-21,WP,343
2022-12-22,NL,30394
2022-12-22,TL,21
2022-12-22,WC,3
2022-12-22,WP,214
2022-12-23,NL,583
2022-12-23,TL,1
2022-12-23,WC,6
2022-12-23,WP,199
2022-12-24,NL,5519
2022-12-24,WP,78
2022-12-25,NL,18790
2022-12-26,NL,22080
2022-12-26,TL,1
2022-12-26,WP,454
2022-12-27,NL,38464
2022-12-27,VRET,25
2022-12-27,WC,4
2022-12-27,WP,292
2022-12-28,NL,14228
2022-12-28,TL,1
2022-12-28,WP,378
2022-12-29,NL,26846
2022-12-29,VRET,23
2022-12-29,WC,8
2022-12-29,WP,279
2022-12-30,NL,215
2022-12-30,WC,3
2022-12-30,WP,307
2022-12-31,NL,5026
2022-12-31,WC,4
2022-12-31,WP,107
2023-01-01,NL,14205
2023-01-02,NL,19582
2023-01-02,NWKL,451
2023-01-02,WC,7
2023-01-02,WP,591
2023-01-03,NL,31977
2023-01-03,WC,3
2023-01-03,WP,351
2023-01-04,NL,15341
2023-01-04,TL,122
2023-01-04,WC,4
2023-01-04,WP,360
2023-01-05,NL,22863
2023-01-05,TL,62
2023-01-05,WC,19
2023-01-05,WP,332
2023-01-06,NL,1013
2023-01-06,TL,24
2023-01-06,WC,17
2023-01-06,WP,226
2023-01-07,NL,3402
2023-01-07,WC,4
2023-01-07,WP,147
2023-01-08,NL,12053
2023-01-09,NL,18248
2023-01-09,WC,7
2023-01-09,WP,851
2023-01-10,NL,26540
2023-01-10,TL,1
2023-01-10,WC,7
2023-01-10,WP,319
2023-01-11,NL,11513
2023-01-11,WC,4
2023-01-11,WP,341
2023-01-12,NL,21239
2023-01-12,WC,14
2023-01-12,WP,271
2023-01-13,NL,4
2023-01-13,TL,4
2023-01-13,WP,328
2023-01-14,NL,1331
2023-01-14,WC,9
2023-01-14,WP,58
2023-01-15,NL,12375
2023-01-16,NL,23814
2023-01-16,TL,11
2023-01-16,WP,1212
2023-01-17,NL,28135
2023-01-17,TL,7
2023-01-17,WC,2
2023-01-17,WP,282
2023-01-18,NL,13164
2023-01-18,TL,2
2023-01-18,WC,9
2023-01-18,WP,301
2023-01-19,NL,21787
2023-01-19,TL,6
2023-01-19,WC,1
2023-01-19,WP,279
2023-01-20,NL,39
2023-01-20,WC,33
2023-01-20,WP,226
2023-01-21,NL,1030
2023-01-21,WC,8
2023-01-21,WP,47
2023-01-22,NL,10843
2023-01-23,NL,17532
2023-01-23,TL,5
2023-01-23,WC,20
2023-01-23,WP,1058
2023-01-24,NL,25797
2023-01-24,TL,3
2023-01-24,WP,434
2023-01-25,NL,12270
2023-01-25,WP,420
2023-01-26,NL,25494
2023-01-26,TL,1
2023-01-26,VRET,25
2023-01-26,WC,4
2023-01-26,WP,298
2023-01-27,NL,47
2023-01-27,TL,2
2023-01-27,WC,4
2023-01-27,WP,343
2023-01-28,NL,2095
2023-01-28,WC,10
2023-01-28,WP,131
2023-01-29,NL,11379
2023-01-30,NL,15839
2023-01-30,TL,58
2023-01-30,WC,14
2023-01-30,WP,1185
2023-01-31,NL,15336
2023-01-31,TL,2
2023-01-31,WP,727
2023-02-01,NL,12680
2023-02-01,TL,4
2023-02-01,WC,10
2023-02-01,WP,352
2023-02-02,NL,23926
2023-02-02,TL,7
2023-02-02,VRET,25
2023-02-02,WC,3
2023-02-02,WP,379
2023-02-03,NL,261
2023-02-03,TL,8
2023-02-03,WC,15
2023-02-03,WP,355
2023-02-04,NL,1377
2023-02-04,WC,1
2023-02-04,WP,165
2023-02-05,NL,7396
2023-02-06,NL,24500
2023-02-06,TL,6
2023-02-06,WC,3
2023-02-06,WP,1142
2023-02-07,NL,30588
2023-02-07,TL,6
2023-02-07,WC,1
2023-02-07,WP,364
2023-02-08,NL,2392
2023-02-08,WC,14
2023-02-08,WP,436
2023-02-09,NL,19909
2023-02-09,WC,1
2023-02-09,WP,304
2023-02-10,NL,3
2023-02-10,TL,1
2023-02-10,WC,15
2023-02-10,WP,226
2023-02-11,NL,1023
2023-02-11,WC,6
2023-02-11,WP,132
2023-02-12,NL,16907
2023-02-13,NL,16738
2023-02-13,TL,5
2023-02-13,WC,6
2023-02-13,WP,959
2023-02-14,NL,42544
2023-02-14,WC,8
2023-02-14,WP,304
2023-02-15,NL,22542
2023-02-15,TL,1
2023-02-15,WP,320
2023-02-16,NL,23758
2023-02-16,TL,2
2023-02-16,WC,1
2023-02-16,WP,303
2023-02-17,NL,112
2023-02-17,WC,9
2023-02-17,WP,275
2023-02-18,NL,1431
2023-02-18,WC,15
2023-02-18,WP,56
2023-02-19,NL,14911
2023-02-20,NL,19730
2023-02-20,TL,8
2023-02-20,WP,951
2023-02-21,NL,29049
2023-02-21,NWECO,75
2023-02-21,NWKL,1373
2023-02-21,TL,27
2023-02-21,WC,4
2023-02-21,WP,321
2023-02-22,NL,13624
2023-02-22,TL,5
2023-02-22,VRET,50
2023-02-22,WP,373
2023-02-23,NL,24532
2023-02-23,WC,2
2023-02-23,WP,308
2023-02-24,NL,896
2023-02-24,WC,15
2023-02-24,WP,320
2023-02-25,NL,1807
2023-02-25,WC,9
2023-02-25,WP,137
2023-02-26,NL,14884
2023-02-27,NL,26137
2023-02-27,WC,7
2023-02-27,WP,1462
2023-02-28,NL,26149
2023-02-28,WC,17
2023-02-28,WP,456
2023-03-01,NL,1458
2023-03-01,WC,6
2023-03-01,WP,318
2023-03-02,NL,24613
2023-03-02,WC,4
2023-03-02,WP,320
2023-03-03,NL,62
2023-03-03,WC,1
2023-03-03,WP,346
2023-03-04,NL,1383
2023-03-04,WC,6
2023-03-04,WP,137
2023-03-05,NL,13624
2023-03-06,NL,14878
2023-03-06,TL,2
2023-03-06,WC,6
2023-03-06,WP,1000
2023-03-07,NL,24679
2023-03-07,WC,5
2023-03-07,WP,375
2023-03-08,NL,21938
2023-03-08,TL,6
2023-03-08,VRET,25
2023-03-08,WC,14
2023-03-08,WP,348
2023-03-09,NL,18974
2023-03-09,TL,3
2023-03-09,WC,4
2023-03-09,WP,290
2023-03-10,NL,378
2023-03-10,WC,3
2023-03-10,WP,366
2023-03-11,NL,1590
2023-03-11,WC,2
2023-03-11,WP,115
2023-03-12,NL,8754
2023-03-13,NL,27866
2023-03-13,TL,5
2023-03-13,WC,5
2023-03-13,WP,937
2023-03-14,NL,43111
2023-03-14,TL,18
2023-03-14,WC,5
2023-03-14,WP,367
2023-03-15,NL,15948
2023-03-15,TL,1
2023-03-15,VRET,25
2023-03-15,WC,10
2023-03-15,WP,271
2023-03-16,NL,36627
2023-03-16,WP,311
2023-03-17,NL,214
2023-03-17,TL,2
2023-03-17,WC,1
2023-03-17,WP,309
2023-03-18,NL,2108
2023-03-18,WP,140
2023-03-19,NL,20020
2023-03-20,NL,11777
2023-03-20,TL,15
2023-03-20,WC,1
2023-03-20,WP,881
2023-03-21,NL,29862
2023-03-21,NWDSP,6
2023-03-21,NWECO,146
2023-03-21,NWKL,2965
2023-03-21,WC,22
2023-03-21,WP,307
2023-03-22,NL,13488
2023-03-22,TL,4
2023-03-22,WC,10
2023-03-22,WP,284
2023-03-23,NL,16003
2023-03-23,TL,11
2023-03-23,WP,295
2023-03-24,NL,110
2023-03-24,TL,14
2023-03-24,WC,4
2023-03-24,WP,355
2023-03-25,NL,1116
2023-03-25,WP,174
2023-03-26,NL,11186
2023-03-27,NL,28418
2023-03-27,TL,1
2023-03-27,WP,1527
2023-03-28,NL,38226
2023-03-28,WP,397
2023-03-29,NL,20595
2023-03-29,TL,4
2023-03-29,WP,366
2023-03-30,NL,37666
2023-03-30,TL,2
2023-03-30,WC,1
2023-03-30,WP,353
2023-03-31,NL,2328
2023-03-31,NWKL,439
2023-03-31,TL,6
2023-03-31,WC,3
2023-03-31,WP,341
2023-04-01,NL,1757
2023-04-01,WC,3
2023-04-01,WP,117
2023-04-02,NL,18255
2023-04-03,NL,26356
2023-04-03,WC,3
2023-04-03,WP,964
2023-04-04,NL,36106
2023-04-04,NWDSP,24
2023-04-04,NWKL,2
2023-04-04,TL,1
2023-04-04,WC,2
2023-04-04,WP,449
2023-04-05,NL,18952
2023-04-05,WC,6
2023-04-05,WP,368
2023-04-06,NL,9802
2023-04-06,NWKL,1358
2023-04-06,TL,3
2023-04-06,WC,12
2023-04-06,WP,305
2023-04-07,NL,1865
2023-04-07,NLECO,84
2023-04-07,NWDSP,14
2023-04-07,NWECO,8
2023-04-07,NWKL,407
2023-04-07,WC,11
2023-04-07,WP,279
2023-04-08,NL,247
2023-04-08,WC,8
2023-04-08,WP,125
2023-04-09,NL,12782
2023-04-10,NL,21821
2023-04-10,WP,997
2023-04-11,NL,33536
2023-04-11,TL,5
2023-04-11,WC,1
2023-04-11,WP,573
2023-04-12,NL,14551
2023-04-12,TL,2
2023-04-12,WC,4
2023-04-12,WP,310
2023-04-13,NL,35399
2023-04-13,NWDSP,37
2023-04-13,NWECO,66
2023-04-13,NWKL,1332
2023-04-13,TL,2
2023-04-13,WP,352
2023-04-14,NL,600
2023-04-14,TL,3
2023-04-14,WC,9
2023-04-14,WP,293
2023-04-15,NL,1303
2023-04-15,WP,161
2023-04-16,NL,7528
2023-04-17,NL,25636
2023-04-17,TL,11
2023-04-17,WC,7
2023-04-17,WP,1384
2023-04-18,NL,42554
2023-04-18,TL,1
2023-04-18,WC,1
2023-04-18,WP,358
2023-04-19,NL,17926
2023-04-19,TL,6
2023-04-19,WC,14
2023-04-19,WP,399
2023-04-20,NL,34070
2023-04-20,TL,3
2023-04-20,WC,15
2023-04-20,WP,457
2023-04-21,NL,87
2023-04-21,WC,1
2023-04-21,WP,435
2023-04-22,NL,1335
2023-04-22,WC,4
2023-04-22,WP,156
2023-04-23,NL,19798
2023-04-24,NL,21165
2023-04-24,TL,4
2023-04-24,WP,1147
2023-04-25,NL,34787
2023-04-25,NWDSP,21
2023-04-25,TL,4
2023-04-25,WC,8
2023-04-25,WP,503
2023-04-26,NL,26773
2023-04-26,TL,6
2023-04-26,WP,470
2023-04-27,NL,5053
2023-04-27,NWDSP,1
2023-04-27,TL,5
2023-04-27,VRET,198
2023-04-27,WC,1
2023-04-27,WP,469
2023-04-28,NL,9
2023-04-28,NWDSP,11
2023-04-28,NWECO,137
2023-04-28,NWKL,86
2023-04-28,WC,6
2023-04-28,WP,412
2023-04-29,NL,329
2023-04-29,WP,206
2023-04-30,NL,11677
2023-05-01,NL,22418
2023-05-01,WC,7
2023-05-01,WP,1686
2023-05-02,NL,33140
2023-05-02,TL,15
2023-05-02,WC,3
2023-05-02,WP,788
2023-05-03,NL,19510
2023-05-03,TL,7
2023-05-03,WC,43
2023-05-03,WP,496
2023-05-04,NL,35702
2023-05-04,TL,4
2023-05-04,WC,10
2023-05-04,WP,585
2023-05-05,NL,5
2023-05-05,TL,8
2023-05-05,WC,7
2023-05-05,WP,465
2023-05-06,NL,496
2023-05-06,WC,1
2023-05-06,WP,191
2023-05-07,NL,15650
2023-05-08,NL,23248
2023-05-08,TL,15
2023-05-08,WP,1430
2023-05-09,NL,35935
2023-05-09,TL,1
2023-05-09,WC,21
2023-05-09,WP,523
2023-05-10,NL,13293
2023-05-10,TL,21
2023-05-10,WC,2
2023-05-10,WP,603
2023-05-11,NL,30097
2023-05-11,TL,12
2023-05-11,WP,483
2023-05-12,NL,188
2023-05-12,TL,11
2023-05-12,WC,3
2023-05-12,WP,443
2023-05-13,NL,912
2023-05-13,WC,3
2023-05-13,WP,148
2023-05-14,NL,16156
2023-05-15,NL,24019
2023-05-15,TL,11
2023-05-15,WC,5
2023-05-15,WP,1239
2023-05-16,NL,4668
2023-05-16,TL,3
2023-05-16,WC,4
2023-05-16,WP,471
2023-05-17,NL,11344
2023-05-17,TL,1
2023-05-17,VRET,198
2023-05-17,WC,8
2023-05-17,WP,485
2023-05-18,NL,26158
2023-05-18,WC,13
